MiniDOT Logger Concatenated Data File,,,,,,,
Sensor:             7450-540235,,,,,,,
Concatenation Date: 2023Jun13 11:05:23 GMT-08:00,,,,,,,
,,,,,,,
DO concentration compensated for salinity: 0.0 (ppt),,,,,,,
Saturation computed at elevation: 0.0 (meter),,,,,,,
,,,,,,,
            Unix Timestamp,               UTC_Date_&_Time,                     GMT-08:00,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
1682981280,           2023-05-01 22:48:00,           2023-05-01 14:48:00,3.52,17.95,9.289,98.021464,0.93
1682981580,           2023-05-01 22:53:00,           2023-05-01 14:53:00,3.52,17.95,9.294,98.074226,0.93
1682981880,           2023-05-01 22:58:00,           2023-05-01 14:58:00,3.52,17.942,9.323,98.36408,0.93
1682982180,           2023-05-01 23:03:00,           2023-05-01 15:03:00,3.52,17.95,9.324,98.390799,0.93
1682982480,           2023-05-01 23:08:00,           2023-05-01 15:08:00,3.52,17.95,9.264,97.757653,0.93
1682982780,           2023-05-01 23:13:00,           2023-05-01 15:13:00,3.52,17.942,9.272,97.825995,0.93
1682983080,           2023-05-01 23:18:00,           2023-05-01 15:18:00,3.52,17.959,9.267,97.807389,0.93
1682983380,           2023-05-01 23:23:00,           2023-05-01 15:23:00,3.52,17.942,9.251,97.60443,0.93
1682983680,           2023-05-01 23:28:00,           2023-05-01 15:28:00,3.52,17.959,9.29,98.05014,0.93
1682983980,           2023-05-01 23:33:00,           2023-05-01 15:33:00,3.52,17.933,9.381,98.95772,0.93
1682984280,           2023-05-01 23:38:00,           2023-05-01 15:38:00,3.52,17.942,9.249,97.583329,0.93
1682984580,           2023-05-01 23:43:00,           2023-05-01 15:43:00,3.52,17.942,9.287,97.984255,0.93
1682984880,           2023-05-01 23:48:00,           2023-05-01 15:48:00,3.52,17.925,9.318,98.276993,0.93
1682985180,           2023-05-01 23:53:00,           2023-05-01 15:53:00,3.52,17.933,9.291,98.008334,0.93
1682985480,           2023-05-01 23:58:00,           2023-05-01 15:58:00,3.52,17.933,9.324,98.356442,0.93
1682985780,           2023-05-02 00:03:00,           2023-05-01 16:03:00,3.52,17.942,9.254,97.636082,0.93
1682986080,           2023-05-02 00:08:00,           2023-05-01 16:08:00,3.52,17.933,9.27,97.78681,0.93
1682986380,           2023-05-02 00:13:00,           2023-05-01 16:13:00,3.52,17.933,9.315,98.261503,0.93
1682986680,           2023-05-02 00:18:00,           2023-05-01 16:18:00,3.52,17.925,9.318,98.276993,0.93
1682986980,           2023-05-02 00:23:00,           2023-05-01 16:23:00,3.52,17.916,9.268,97.731565,0.93
1682987280,           2023-05-02 00:28:00,           2023-05-01 16:28:00,3.52,17.891,9.247,97.460019,0.93
1682987580,           2023-05-02 00:33:00,           2023-05-01 16:33:00,3.52,17.925,9.275,97.823472,0.93
1682987880,           2023-05-02 00:38:00,           2023-05-01 16:38:00,3.52,17.925,9.271,97.781284,0.93
1682988180,           2023-05-02 00:43:00,           2023-05-01 16:43:00,3.52,17.891,9.227,97.249226,0.93
1682988480,           2023-05-02 00:48:00,           2023-05-01 16:48:00,3.52,17.9,9.266,97.678344,0.93
1682988780,           2023-05-02 00:53:00,           2023-05-01 16:53:00,3.52,17.9,9.242,97.425346,0.929
1682989080,           2023-05-02 00:58:00,           2023-05-01 16:58:00,3.52,17.908,9.282,97.863102,0.93
1682989380,           2023-05-02 01:03:00,           2023-05-01 17:03:00,3.52,17.908,9.262,97.652236,0.93
1682989680,           2023-05-02 01:08:00,           2023-05-01 17:08:00,3.51,17.883,9.271,97.696898,0.93
1682989980,           2023-05-02 01:13:00,           2023-05-01 17:13:00,3.51,17.891,9.294,97.955382,0.93
1682990280,           2023-05-02 01:18:00,           2023-05-01 17:18:00,3.51,17.883,9.252,97.496678,0.93
1682990580,           2023-05-02 01:23:00,           2023-05-01 17:23:00,3.51,17.874,9.291,97.889536,0.93
1682990880,           2023-05-02 01:28:00,           2023-05-01 17:28:00,3.51,17.874,9.297,97.952752,0.93
1682991180,           2023-05-02 01:33:00,           2023-05-01 17:33:00,3.51,17.891,9.28,97.807827,0.93
1682991480,           2023-05-02 01:38:00,           2023-05-01 17:38:00,3.52,17.883,9.317,98.181641,0.93
1682991780,           2023-05-02 01:43:00,           2023-05-01 17:43:00,3.51,17.866,9.287,97.831293,0.93
1682992080,           2023-05-02 01:48:00,           2023-05-01 17:48:00,3.51,17.857,9.325,98.213409,0.93
1682992380,           2023-05-02 01:53:00,           2023-05-01 17:53:00,3.51,17.866,9.312,98.094649,0.93
1682992680,           2023-05-02 01:58:00,           2023-05-01 17:58:00,3.51,17.857,9.272,97.655198,0.929
1682992980,           2023-05-02 02:03:00,           2023-05-01 18:03:00,3.51,17.849,9.302,97.955042,0.93
1682993280,           2023-05-02 02:08:00,           2023-05-01 18:08:00,3.51,17.84,9.334,98.273818,0.931
1682993580,           2023-05-02 02:13:00,           2023-05-01 18:13:00,3.51,17.832,9.34,98.320801,0.931
1682993880,           2023-05-02 02:18:00,           2023-05-01 18:18:00,3.51,17.832,9.311,98.015522,0.93
1682994180,           2023-05-02 02:23:00,           2023-05-01 18:23:00,3.51,17.84,9.298,97.894789,0.93
1682994480,           2023-05-02 02:28:00,           2023-05-01 18:28:00,3.51,17.832,9.284,97.731297,0.93
1682994780,           2023-05-02 02:33:00,           2023-05-01 18:33:00,3.51,17.832,9.292,97.815512,0.93
1682995080,           2023-05-02 02:38:00,           2023-05-01 18:38:00,3.51,17.832,9.25,97.373384,0.93
1682995380,           2023-05-02 02:43:00,           2023-05-01 18:43:00,3.51,17.832,9.255,97.426019,0.93
1682995680,           2023-05-02 02:48:00,           2023-05-01 18:48:00,3.51,17.815,9.279,97.644489,0.93
1682995980,           2023-05-02 02:53:00,           2023-05-01 18:53:00,3.51,17.807,9.273,97.565279,0.93
1682996280,           2023-05-02 02:58:00,           2023-05-01 18:58:00,3.51,17.824,9.266,97.525754,0.929
1682996580,           2023-05-02 03:03:00,           2023-05-01 19:03:00,3.51,17.798,9.27,97.515641,0.93
1682996880,           2023-05-02 03:08:00,           2023-05-01 19:08:00,3.51,17.798,9.246,97.263173,0.93
1682997180,           2023-05-02 03:13:00,           2023-05-01 19:13:00,3.51,17.798,9.271,97.526161,0.93
1682997480,           2023-05-02 03:18:00,           2023-05-01 19:18:00,3.51,17.79,9.245,97.236633,0.93
1682997780,           2023-05-02 03:23:00,           2023-05-01 19:23:00,3.51,17.79,9.237,97.152491,0.93
1682998080,           2023-05-02 03:28:00,           2023-05-01 19:28:00,3.51,17.79,9.244,97.226115,0.93
1682998380,           2023-05-02 03:33:00,           2023-05-01 19:33:00,3.51,17.764,9.228,97.005861,0.93
1682998680,           2023-05-02 03:38:00,           2023-05-01 19:38:00,3.51,17.781,9.235,97.113451,0.93
1682998980,           2023-05-02 03:43:00,           2023-05-01 19:43:00,3.51,17.781,9.224,96.997777,0.93
1682999280,           2023-05-02 03:48:00,           2023-05-01 19:48:00,3.51,17.773,9.226,97.002822,0.93
1682999580,           2023-05-02 03:53:00,           2023-05-01 19:53:00,3.51,17.773,9.236,97.107963,0.93
1682999880,           2023-05-02 03:58:00,           2023-05-01 19:58:00,3.51,17.764,9.236,97.089958,0.93
1683000180,           2023-05-02 04:03:00,           2023-05-01 20:03:00,3.51,17.764,9.219,96.911252,0.929
1683000480,           2023-05-02 04:08:00,           2023-05-01 20:08:00,3.51,17.748,9.218,96.868796,0.929
1683000780,           2023-05-02 04:13:00,           2023-05-01 20:13:00,3.51,17.756,9.224,96.94783,0.931
1683001080,           2023-05-02 04:18:00,           2023-05-01 20:18:00,3.51,17.773,9.214,96.876653,0.93
1683001380,           2023-05-02 04:23:00,           2023-05-01 20:23:00,3.51,17.764,9.21,96.816643,0.93
1683001680,           2023-05-02 04:28:00,           2023-05-01 20:28:00,3.51,17.748,9.219,96.879304,0.93
1683001980,           2023-05-02 04:33:00,           2023-05-01 20:33:00,3.51,17.739,9.22,96.871842,0.93
1683002280,           2023-05-02 04:38:00,           2023-05-01 20:38:00,3.51,17.722,9.237,97.016449,0.931
1683002580,           2023-05-02 04:43:00,           2023-05-01 20:43:00,3.51,17.731,9.211,96.761323,0.93
1683002880,           2023-05-02 04:48:00,           2023-05-01 20:48:00,3.51,17.714,9.216,96.779919,0.93
1683003180,           2023-05-02 04:53:00,           2023-05-01 20:53:00,3.51,17.722,9.214,96.774879,0.93
1683003480,           2023-05-02 04:58:00,           2023-05-01 20:58:00,3.51,17.722,9.209,96.722364,0.93
1683003780,           2023-05-02 05:03:00,           2023-05-01 21:03:00,3.51,17.739,9.198,96.640694,0.93
1683004080,           2023-05-02 05:08:00,           2023-05-01 21:08:00,3.51,17.705,9.207,96.667464,0.93
1683004380,           2023-05-02 05:13:00,           2023-05-01 21:13:00,3.51,17.705,9.21,96.698962,0.93
1683004680,           2023-05-02 05:18:00,           2023-05-01 21:18:00,3.51,17.705,9.207,96.667464,0.93
1683004980,           2023-05-02 05:23:00,           2023-05-01 21:23:00,3.51,17.68,9.204,96.586142,0.93
1683005280,           2023-05-02 05:28:00,           2023-05-01 21:28:00,3.51,17.697,9.195,96.525543,0.93
1683005580,           2023-05-02 05:33:00,           2023-05-01 21:33:00,3.51,17.714,9.186,96.46488,0.93
1683005880,           2023-05-02 05:38:00,           2023-05-01 21:38:00,3.51,17.688,9.193,96.486632,0.93
1683006180,           2023-05-02 05:43:00,           2023-05-01 21:43:00,3.51,17.705,9.192,96.509973,0.93
1683006480,           2023-05-02 05:48:00,           2023-05-01 21:48:00,3.51,17.672,9.194,96.465277,0.93
1683006780,           2023-05-02 05:53:00,           2023-05-01 21:53:00,3.51,17.655,9.194,96.431438,0.929
1683007080,           2023-05-02 05:58:00,           2023-05-01 21:58:00,3.51,17.672,9.197,96.496754,0.93
1683007380,           2023-05-02 06:03:00,           2023-05-01 22:03:00,3.51,17.655,9.199,96.48388,0.93
1683007680,           2023-05-02 06:08:00,           2023-05-01 22:08:00,3.51,17.68,9.193,96.470708,0.93
1683007980,           2023-05-02 06:13:00,           2023-05-01 22:13:00,3.51,17.663,9.205,96.562755,0.93
1683008280,           2023-05-02 06:18:00,           2023-05-01 22:18:00,3.51,17.663,9.199,96.499813,0.93
1683008580,           2023-05-02 06:23:00,           2023-05-01 22:23:00,3.51,17.672,9.2,96.52823,0.93
1683008880,           2023-05-02 06:28:00,           2023-05-01 22:28:00,3.51,17.646,9.207,96.549849,0.93
1683009180,           2023-05-02 06:33:00,           2023-05-01 22:33:00,3.51,17.646,9.206,96.539362,0.93
1683009480,           2023-05-02 06:38:00,           2023-05-01 22:38:00,3.51,17.646,9.214,96.623255,0.93
1683009780,           2023-05-02 06:43:00,           2023-05-01 22:43:00,3.51,17.663,9.2,96.510303,0.93
1683010080,           2023-05-02 06:48:00,           2023-05-01 22:48:00,3.51,17.663,9.21,96.615206,0.93
1683010380,           2023-05-02 06:53:00,           2023-05-01 22:53:00,3.51,17.672,9.207,96.601676,0.93
1683010680,           2023-05-02 06:58:00,           2023-05-01 22:58:00,3.51,17.646,9.211,96.591795,0.93
1683010980,           2023-05-02 07:03:00,           2023-05-01 23:03:00,3.51,17.663,9.191,96.415891,0.929
1683011280,           2023-05-02 07:08:00,           2023-05-01 23:08:00,3.51,17.655,9.2,96.494369,0.93
1683011580,           2023-05-02 07:13:00,           2023-05-01 23:13:00,3.51,17.629,9.204,96.484517,0.93
1683011880,           2023-05-02 07:18:00,           2023-05-01 23:18:00,3.51,17.663,9.194,96.447362,0.93
1683012180,           2023-05-02 07:23:00,           2023-05-01 23:23:00,3.51,17.655,9.163,96.106294,0.929
1683012480,           2023-05-02 07:28:00,           2023-05-01 23:28:00,3.51,17.638,9.181,96.261298,0.93
1683012780,           2023-05-02 07:33:00,           2023-05-01 23:33:00,3.51,17.663,9.178,96.279518,0.93
1683013080,           2023-05-02 07:38:00,           2023-05-01 23:38:00,3.51,17.638,9.181,96.261298,0.93
1683013380,           2023-05-02 07:43:00,           2023-05-01 23:43:00,3.51,17.646,9.186,96.329631,0.93
1683013680,           2023-05-02 07:48:00,           2023-05-01 23:48:00,3.51,17.629,9.179,96.222444,0.93
1683013980,           2023-05-02 07:53:00,           2023-05-01 23:53:00,3.51,17.638,9.181,96.261298,0.93
1683014280,           2023-05-02 07:58:00,           2023-05-01 23:58:00,3.51,17.638,9.181,96.261298,0.93
1683014580,           2023-05-02 08:03:00,           2023-05-02 00:03:00,3.51,17.638,9.165,96.09354,0.93
1683014880,           2023-05-02 08:08:00,           2023-05-02 00:08:00,3.51,17.638,9.181,96.261298,0.93
1683015180,           2023-05-02 08:13:00,           2023-05-02 00:13:00,3.51,17.629,9.174,96.17003,0.93
1683015480,           2023-05-02 08:18:00,           2023-05-02 00:18:00,3.51,17.629,9.171,96.138581,0.93
1683015780,           2023-05-02 08:23:00,           2023-05-02 00:23:00,3.51,17.612,9.182,96.220104,0.93
1683016080,           2023-05-02 08:28:00,           2023-05-02 00:28:00,3.51,17.655,9.181,96.295087,0.93
1683016380,           2023-05-02 08:33:00,           2023-05-02 00:33:00,3.51,17.612,9.182,96.220104,0.929
1683016680,           2023-05-02 08:38:00,           2023-05-02 00:38:00,3.51,17.638,9.187,96.324207,0.93
1683016980,           2023-05-02 08:43:00,           2023-05-02 00:43:00,3.51,17.621,9.177,96.185586,0.93
1683017280,           2023-05-02 08:48:00,           2023-05-02 00:48:00,3.51,17.638,9.174,96.187904,0.93
1683017580,           2023-05-02 08:53:00,           2023-05-02 00:53:00,3.51,17.638,9.176,96.208874,0.93
1683017880,           2023-05-02 08:58:00,           2023-05-02 00:58:00,3.51,17.621,9.184,96.258954,0.93
1683018180,           2023-05-02 09:03:00,           2023-05-02 01:03:00,3.51,17.629,9.184,96.274859,0.93
1683018480,           2023-05-02 09:08:00,           2023-05-02 01:08:00,3.51,17.604,9.177,96.151816,0.93
1683018780,           2023-05-02 09:13:00,           2023-05-02 01:13:00,3.51,17.587,9.184,96.191365,0.93
1683019080,           2023-05-02 09:18:00,           2023-05-02 01:18:00,3.51,17.604,9.177,96.151816,0.93
1683019380,           2023-05-02 09:23:00,           2023-05-02 01:23:00,3.51,17.604,9.181,96.193726,0.93
1683019680,           2023-05-02 09:28:00,           2023-05-02 01:28:00,3.51,17.612,9.173,96.125791,0.93
1683019980,           2023-05-02 09:33:00,           2023-05-02 01:33:00,3.51,17.621,9.17,96.112218,0.93
1683020280,           2023-05-02 09:38:00,           2023-05-02 01:38:00,3.51,17.621,9.174,96.154143,0.93
1683020580,           2023-05-02 09:43:00,           2023-05-02 01:43:00,3.51,17.596,9.177,96.135925,0.93
1683020880,           2023-05-02 09:48:00,           2023-05-02 01:48:00,3.51,17.579,9.177,96.102159,0.93
1683021180,           2023-05-02 09:53:00,           2023-05-02 01:53:00,3.51,17.621,9.17,96.112218,0.93
1683021480,           2023-05-02 09:58:00,           2023-05-02 01:58:00,3.51,17.604,9.16,95.973699,0.93
1683021780,           2023-05-02 10:03:00,           2023-05-02 02:03:00,3.51,17.621,9.162,96.028369,0.93
1683022080,           2023-05-02 10:08:00,           2023-05-02 02:08:00,3.51,17.621,9.157,95.975963,0.93
1683022380,           2023-05-02 10:13:00,           2023-05-02 02:13:00,3.51,17.612,9.164,96.031478,0.93
1683022680,           2023-05-02 10:18:00,           2023-05-02 02:18:00,3.51,17.587,9.161,95.950468,0.929
1683022980,           2023-05-02 10:23:00,           2023-05-02 02:23:00,3.51,17.621,9.159,95.996925,0.93
1683023280,           2023-05-02 10:28:00,           2023-05-02 02:28:00,3.51,17.604,9.158,95.952744,0.93
1683023580,           2023-05-02 10:33:00,           2023-05-02 02:33:00,3.51,17.579,9.156,95.882246,0.93
1683023880,           2023-05-02 10:38:00,           2023-05-02 02:38:00,3.51,17.587,9.156,95.898099,0.93
1683024180,           2023-05-02 10:43:00,           2023-05-02 02:43:00,3.51,17.579,9.154,95.861302,0.93
1683024480,           2023-05-02 10:48:00,           2023-05-02 02:48:00,3.51,17.562,9.152,95.806685,0.93
1683024780,           2023-05-02 10:53:00,           2023-05-02 02:53:00,3.51,17.553,9.151,95.778394,0.93
1683025080,           2023-05-02 10:58:00,           2023-05-02 02:58:00,3.51,17.553,9.141,95.673729,0.93
1683025380,           2023-05-02 11:03:00,           2023-05-02 03:03:00,3.51,17.57,9.151,95.812061,0.93
1683025680,           2023-05-02 11:08:00,           2023-05-02 03:08:00,3.51,17.587,9.146,95.793361,0.93
1683025980,           2023-05-02 11:13:00,           2023-05-02 03:13:00,3.51,17.562,9.144,95.722938,0.93
1683026280,           2023-05-02 11:18:00,           2023-05-02 03:18:00,3.51,17.562,9.138,95.660128,0.93
1683026580,           2023-05-02 11:23:00,           2023-05-02 03:23:00,3.51,17.536,9.142,95.650564,0.93
1683026880,           2023-05-02 11:28:00,           2023-05-02 03:28:00,3.51,17.57,9.128,95.571248,0.93
1683027180,           2023-05-02 11:33:00,           2023-05-02 03:33:00,3.51,17.545,9.14,95.647439,0.93
1683027480,           2023-05-02 11:38:00,           2023-05-02 03:38:00,3.51,17.562,9.143,95.71247,0.93
1683027780,           2023-05-02 11:43:00,           2023-05-02 03:43:00,3.51,17.536,9.135,95.577325,0.93
1683028080,           2023-05-02 11:48:00,           2023-05-02 03:48:00,3.51,17.536,9.135,95.577325,0.93
1683028380,           2023-05-02 11:53:00,           2023-05-02 03:53:00,3.51,17.562,9.141,95.691533,0.93
1683028680,           2023-05-02 11:58:00,           2023-05-02 03:58:00,3.51,17.536,9.124,95.462234,0.929
1683028980,           2023-05-02 12:03:00,           2023-05-02 04:03:00,3.51,17.536,9.131,95.535473,0.93
1683029280,           2023-05-02 12:08:00,           2023-05-02 04:08:00,3.51,17.545,9.12,95.438145,0.929
1683029580,           2023-05-02 12:13:00,           2023-05-02 04:13:00,3.51,17.519,9.121,95.397294,0.93
1683029880,           2023-05-02 12:18:00,           2023-05-02 04:18:00,3.51,17.536,9.127,95.493622,0.93
1683030180,           2023-05-02 12:23:00,           2023-05-02 04:23:00,3.51,17.503,9.141,95.57483,0.931
1683030480,           2023-05-02 12:28:00,           2023-05-02 04:28:00,3.51,17.511,9.133,95.506994,0.93
1683030780,           2023-05-02 12:33:00,           2023-05-02 04:33:00,3.51,17.503,9.134,95.501641,0.93
1683031080,           2023-05-02 12:38:00,           2023-05-02 04:38:00,3.51,17.503,9.121,95.365717,0.93
1683031380,           2023-05-02 12:43:00,           2023-05-02 04:43:00,3.51,17.46,9.139,95.4689,0.93
1683031680,           2023-05-02 12:48:00,           2023-05-02 04:48:00,3.51,17.486,9.109,95.206747,0.929
1683031980,           2023-05-02 12:53:00,           2023-05-02 04:53:00,3.51,17.494,9.11,95.232966,0.93
1683032280,           2023-05-02 12:58:00,           2023-05-02 04:58:00,3.51,17.46,9.111,95.176403,0.93
1683032580,           2023-05-02 13:03:00,           2023-05-02 05:03:00,3.51,17.477,9.115,95.25171,0.929
1683032880,           2023-05-02 13:08:00,           2023-05-02 05:08:00,3.51,17.486,9.103,95.144035,0.93
1683033180,           2023-05-02 13:13:00,           2023-05-02 05:13:00,3.51,17.469,9.115,95.235935,0.93
1683033480,           2023-05-02 13:18:00,           2023-05-02 05:18:00,3.51,17.469,9.112,95.20459,0.93
1683033780,           2023-05-02 13:23:00,           2023-05-02 05:23:00,3.51,17.452,9.112,95.171081,0.93
1683034080,           2023-05-02 13:28:00,           2023-05-02 05:28:00,3.51,17.435,9.106,95.074928,0.93
1683034380,           2023-05-02 13:33:00,           2023-05-02 05:33:00,3.51,17.469,9.085,94.922487,0.929
1683034680,           2023-05-02 13:38:00,           2023-05-02 05:38:00,3.51,17.443,9.101,95.038472,0.93
1683034980,           2023-05-02 13:43:00,           2023-05-02 05:43:00,3.51,17.418,9.098,94.957947,0.929
1683035280,           2023-05-02 13:48:00,           2023-05-02 05:48:00,3.51,17.401,9.101,94.955796,0.93
1683035580,           2023-05-02 13:53:00,           2023-05-02 05:53:00,3.51,17.409,9.09,94.856755,0.93
1683035880,           2023-05-02 13:58:00,           2023-05-02 05:58:00,3.51,17.418,9.093,94.905761,0.93
1683036180,           2023-05-02 14:03:00,           2023-05-02 06:03:00,3.51,17.409,9.094,94.898496,0.93
1683036480,           2023-05-02 14:08:00,           2023-05-02 06:08:00,3.51,17.393,9.093,94.856595,0.93
1683036780,           2023-05-02 14:13:00,           2023-05-02 06:13:00,3.51,17.384,9.085,94.755458,0.93
1683037080,           2023-05-02 14:18:00,           2023-05-02 06:18:00,3.51,17.384,9.097,94.880617,0.93
1683037380,           2023-05-02 14:23:00,           2023-05-02 06:23:00,3.51,17.384,9.094,94.849327,0.93
1683037680,           2023-05-02 14:28:00,           2023-05-02 06:28:00,3.51,17.376,9.089,94.781453,0.93
1683037980,           2023-05-02 14:33:00,           2023-05-02 06:33:00,3.51,17.393,9.089,94.814868,0.93
1683038280,           2023-05-02 14:38:00,           2023-05-02 06:38:00,3.51,17.409,9.087,94.825449,0.93
1683038580,           2023-05-02 14:43:00,           2023-05-02 06:43:00,3.51,17.418,9.098,94.957947,0.93
1683038880,           2023-05-02 14:48:00,           2023-05-02 06:48:00,3.51,17.443,9.09,94.923603,0.93
1683039180,           2023-05-02 14:53:00,           2023-05-02 06:53:00,3.51,17.426,9.092,94.911056,0.93
1683039480,           2023-05-02 14:58:00,           2023-05-02 06:58:00,3.51,17.426,9.098,94.973689,0.93
1683039780,           2023-05-02 15:03:00,           2023-05-02 07:03:00,3.51,17.426,9.083,94.817105,0.929
1683040080,           2023-05-02 15:08:00,           2023-05-02 07:08:00,3.51,17.426,9.101,95.005006,0.93
1683040380,           2023-05-02 15:13:00,           2023-05-02 07:13:00,3.51,17.409,9.126,95.232425,0.931
1683040680,           2023-05-02 15:18:00,           2023-05-02 07:18:00,3.51,17.409,9.103,94.992413,0.929
1683040980,           2023-05-02 15:23:00,           2023-05-02 07:23:00,3.51,17.435,9.107,95.085369,0.93
1683041280,           2023-05-02 15:28:00,           2023-05-02 07:28:00,3.51,17.418,9.098,94.957947,0.93
1683041580,           2023-05-02 15:33:00,           2023-05-02 07:33:00,3.51,17.435,9.112,95.137573,0.93
1683041880,           2023-05-02 15:38:00,           2023-05-02 07:38:00,3.51,17.426,9.103,95.025884,0.93
1683042180,           2023-05-02 15:43:00,           2023-05-02 07:43:00,3.51,17.426,9.101,95.005006,0.93
1683042480,           2023-05-02 15:48:00,           2023-05-02 07:48:00,3.51,17.401,9.1,94.945363,0.93
1683042780,           2023-05-02 15:53:00,           2023-05-02 07:53:00,3.51,17.409,9.085,94.804578,0.929
1683043080,           2023-05-02 15:58:00,           2023-05-02 07:58:00,3.51,17.418,9.085,94.822263,0.929
1683043380,           2023-05-02 16:03:00,           2023-05-02 08:03:00,3.51,17.401,9.094,94.882761,0.93
1683043680,           2023-05-02 16:08:00,           2023-05-02 08:08:00,3.51,17.376,9.099,94.885735,0.93
1683043980,           2023-05-02 16:13:00,           2023-05-02 08:13:00,3.51,17.376,9.106,94.958732,0.93
1683044280,           2023-05-02 16:18:00,           2023-05-02 08:18:00,3.51,17.376,9.113,95.031729,0.93
1683044580,           2023-05-02 16:23:00,           2023-05-02 08:23:00,3.51,17.384,9.11,95.016205,0.93
1683044880,           2023-05-02 16:28:00,           2023-05-02 08:28:00,3.51,17.384,9.111,95.026635,0.93
1683045180,           2023-05-02 16:33:00,           2023-05-02 08:33:00,3.51,17.393,9.104,94.971345,0.929
1683045480,           2023-05-02 16:38:00,           2023-05-02 08:38:00,3.51,17.384,9.112,95.037065,0.93
1683045780,           2023-05-02 16:43:00,           2023-05-02 08:43:00,3.51,17.384,9.104,94.953626,0.93
1683046080,           2023-05-02 16:48:00,           2023-05-02 08:48:00,3.51,17.376,9.146,95.375858,0.93
1683046380,           2023-05-02 16:53:00,           2023-05-02 08:53:00,3.51,17.376,9.125,95.156867,0.93
1683046680,           2023-05-02 16:58:00,           2023-05-02 08:58:00,3.51,17.367,9.111,94.99314,0.93
1683046980,           2023-05-02 17:03:00,           2023-05-02 09:03:00,3.51,17.376,9.108,94.979588,0.93
1683047280,           2023-05-02 17:08:00,           2023-05-02 09:08:00,3.51,17.384,9.119,95.110074,0.93
1683047580,           2023-05-02 17:13:00,           2023-05-02 09:13:00,3.51,17.359,9.119,95.060775,0.929
1683047880,           2023-05-02 17:18:00,           2023-05-02 09:18:00,3.51,17.384,9.112,95.037065,0.93
1683048180,           2023-05-02 17:23:00,           2023-05-02 09:23:00,3.51,17.393,9.113,95.065232,0.93
1683048480,           2023-05-02 17:28:00,           2023-05-02 09:28:00,3.51,17.418,9.154,95.542432,0.93
1683048780,           2023-05-02 17:33:00,           2023-05-02 09:33:00,3.51,17.401,9.183,95.811348,0.93
1683049080,           2023-05-02 17:38:00,           2023-05-02 09:38:00,3.51,17.418,9.157,95.573743,0.93
1683049380,           2023-05-02 17:43:00,           2023-05-02 09:43:00,3.51,17.393,9.187,95.837187,0.93
1683049680,           2023-05-02 17:48:00,           2023-05-02 09:48:00,3.51,17.426,9.183,95.861001,0.93
1683049980,           2023-05-02 17:53:00,           2023-05-02 09:53:00,3.51,17.409,9.187,95.868977,0.93
1683050280,           2023-05-02 17:58:00,           2023-05-02 09:58:00,3.51,17.401,9.181,95.790481,0.93
1683050580,           2023-05-02 18:03:00,           2023-05-02 10:03:00,3.51,17.393,9.195,95.920642,0.93
1683050880,           2023-05-02 18:08:00,           2023-05-02 10:08:00,3.51,17.409,9.231,96.32813,0.93
1683051180,           2023-05-02 18:13:00,           2023-05-02 10:13:00,3.51,17.418,9.226,96.293913,0.93
1683051480,           2023-05-02 18:18:00,           2023-05-02 10:18:00,3.51,17.435,9.266,96.745473,0.93
1683051780,           2023-05-02 18:23:00,           2023-05-02 10:23:00,3.51,17.418,9.262,96.669653,0.93
1683052080,           2023-05-02 18:28:00,           2023-05-02 10:28:00,3.51,17.443,9.255,96.646639,0.929
1683052380,           2023-05-02 18:33:00,           2023-05-02 10:33:00,3.51,17.409,9.302,97.069035,0.93
1683052680,           2023-05-02 18:38:00,           2023-05-02 10:38:00,3.51,17.452,9.273,96.852659,0.93
1683052980,           2023-05-02 18:43:00,           2023-05-02 10:43:00,3.51,17.443,9.314,97.262754,0.93
1683053280,           2023-05-02 18:48:00,           2023-05-02 10:48:00,3.51,17.443,9.407,98.23392,0.93
1683053580,           2023-05-02 18:53:00,           2023-05-02 10:53:00,3.51,17.46,9.358,97.756644,0.93
1683053880,           2023-05-02 18:58:00,           2023-05-02 10:58:00,3.51,17.452,9.313,97.270443,0.93
1683054180,           2023-05-02 19:03:00,           2023-05-02 11:03:00,3.51,17.486,9.345,97.673405,0.93
1683054480,           2023-05-02 19:08:00,           2023-05-02 11:08:00,3.51,17.494,9.333,97.564136,0.93
1683054780,           2023-05-02 19:13:00,           2023-05-02 11:13:00,3.51,17.511,9.331,97.577549,0.93
1683055080,           2023-05-02 19:18:00,           2023-05-02 11:18:00,3.51,17.519,9.348,97.771506,0.93
1683055380,           2023-05-02 19:23:00,           2023-05-02 11:23:00,3.51,17.553,9.337,97.725151,0.93
1683055680,           2023-05-02 19:28:00,           2023-05-02 11:28:00,3.51,17.545,9.303,97.353187,0.93
1683055980,           2023-05-02 19:33:00,           2023-05-02 11:33:00,3.51,17.587,9.321,97.626276,0.93
1683056280,           2023-05-02 19:38:00,           2023-05-02 11:38:00,3.51,17.604,9.334,97.79678,0.93
1683056580,           2023-05-02 19:43:00,           2023-05-02 11:43:00,3.51,17.629,9.337,97.878741,0.929
1683056880,           2023-05-02 19:48:00,           2023-05-02 11:48:00,3.51,17.663,9.342,97.999919,0.93
1683057180,           2023-05-02 19:53:00,           2023-05-02 11:53:00,3.51,17.655,9.348,98.04667,0.93
