MiniDOT Logger Concatenated Data File,,,,,,,
Sensor:             7450-540235,,,,,,,
Concatenation Date: 2023Jun13 11:05:23 GMT-08:00,,,,,,,
,,,,,,,
DO concentration compensated for salinity: 0.0 (ppt),,,,,,,
Saturation computed at elevation: 0.0 (meter),,,,,,,
,,,,,,,
            Unix Timestamp,               UTC_Date_&_Time,                     GMT-08:00,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
1680691980,           2023-04-05 10:53:00,           2023-04-05 02:53:00,3.49,13.022,10.216,97.00456,0.929
1680692280,           2023-04-05 10:58:00,           2023-04-05 02:58:00,3.49,13.005,10.228,97.081621,0.929
1680692580,           2023-04-05 11:03:00,           2023-04-05 03:03:00,3.49,13.022,10.204,96.890615,0.929
1680692880,           2023-04-05 11:08:00,           2023-04-05 03:08:00,3.49,13.013,10.203,96.861641,0.929
1680693180,           2023-04-05 11:13:00,           2023-04-05 03:13:00,3.49,12.996,10.206,96.85332,0.929
1680693480,           2023-04-05 11:18:00,           2023-04-05 03:18:00,3.49,12.987,10.204,96.814862,0.929
1680693780,           2023-04-05 11:23:00,           2023-04-05 03:23:00,3.49,12.987,10.207,96.843326,0.929
1680694080,           2023-04-05 11:28:00,           2023-04-05 03:28:00,3.49,13.005,10.213,96.939245,0.93
1680694380,           2023-04-05 11:33:00,           2023-04-05 03:33:00,3.49,13.005,10.201,96.825344,0.929
1680694680,           2023-04-05 11:38:00,           2023-04-05 03:38:00,3.49,12.996,10.199,96.786891,0.929
1680694980,           2023-04-05 11:43:00,           2023-04-05 03:43:00,3.49,12.996,10.196,96.758422,0.929
1680695280,           2023-04-05 11:48:00,           2023-04-05 03:48:00,3.49,12.996,10.197,96.767912,0.929
1680695580,           2023-04-05 11:53:00,           2023-04-05 03:53:00,3.49,12.996,10.191,96.710973,0.929
1680695880,           2023-04-05 11:58:00,           2023-04-05 03:58:00,3.49,12.987,10.195,96.729471,0.929
1680696180,           2023-04-05 12:03:00,           2023-04-05 04:03:00,3.49,12.961,10.176,96.493089,0.929
1680696480,           2023-04-05 12:08:00,           2023-04-05 04:08:00,3.49,12.969,10.188,96.624163,0.929
1680696780,           2023-04-05 12:13:00,           2023-04-05 04:13:00,3.49,12.961,10.177,96.502571,0.929
1680697080,           2023-04-05 12:18:00,           2023-04-05 04:18:00,3.49,12.952,10.18,96.51159,0.929
1680697380,           2023-04-05 12:23:00,           2023-04-05 04:23:00,3.49,12.943,10.175,96.444768,0.929
1680697680,           2023-04-05 12:28:00,           2023-04-05 04:28:00,3.49,12.952,10.177,96.483148,0.929
1680697980,           2023-04-05 12:33:00,           2023-04-05 04:33:00,3.49,12.952,10.186,96.568473,0.929
1680698280,           2023-04-05 12:38:00,           2023-04-05 04:38:00,3.49,12.952,10.173,96.445226,0.929
1680698580,           2023-04-05 12:43:00,           2023-04-05 04:43:00,3.49,12.961,10.165,96.388782,0.929
1680698880,           2023-04-05 12:48:00,           2023-04-05 04:48:00,3.49,12.943,10.172,96.416333,0.929
1680699180,           2023-04-05 12:53:00,           2023-04-05 04:53:00,3.49,12.925,10.179,96.443833,0.929
1680699480,           2023-04-05 12:58:00,           2023-04-05 04:58:00,3.49,12.943,10.168,96.378418,0.929
1680699780,           2023-04-05 13:03:00,           2023-04-05 05:03:00,3.49,12.934,10.182,96.491687,0.929
1680700080,           2023-04-05 13:08:00,           2023-04-05 05:08:00,3.49,12.952,10.163,96.350421,0.929
1680700380,           2023-04-05 13:13:00,           2023-04-05 05:13:00,3.49,12.925,10.18,96.453308,0.929
1680700680,           2023-04-05 13:18:00,           2023-04-05 05:18:00,3.49,12.978,10.16,96.378,0.929
1680700980,           2023-04-05 13:23:00,           2023-04-05 05:23:00,3.49,12.943,10.119,95.913967,0.929
1680701280,           2023-04-05 13:28:00,           2023-04-05 05:28:00,3.49,12.961,10.172,96.455159,0.929
1680701580,           2023-04-05 13:33:00,           2023-04-05 05:33:00,3.49,12.943,10.163,96.331025,0.929
1680701880,           2023-04-05 13:38:00,           2023-04-05 05:38:00,3.49,12.934,10.162,96.302154,0.929
1680702180,           2023-04-05 13:43:00,           2023-04-05 05:43:00,3.49,12.899,10.183,96.425599,0.929
1680702480,           2023-04-05 13:48:00,           2023-04-05 05:48:00,3.49,12.952,10.183,96.540031,0.929
1680702780,           2023-04-05 13:53:00,           2023-04-05 05:53:00,3.49,12.961,10.168,96.41723,0.929
1680703080,           2023-04-05 13:58:00,           2023-04-05 05:58:00,3.49,12.934,10.187,96.539071,0.929
1680703380,           2023-04-05 14:03:00,           2023-04-05 06:03:00,3.49,12.934,10.173,96.406397,0.929
1680703680,           2023-04-05 14:08:00,           2023-04-05 06:08:00,3.49,12.952,10.183,96.540031,0.93
1680703980,           2023-04-05 14:13:00,           2023-04-05 06:13:00,3.49,12.969,10.175,96.500869,0.929
1680704280,           2023-04-05 14:18:00,           2023-04-05 06:18:00,3.49,12.952,10.179,96.502109,0.929
1680704580,           2023-04-05 14:23:00,           2023-04-05 06:23:00,3.49,12.952,10.183,96.540031,0.929
1680704880,           2023-04-05 14:28:00,           2023-04-05 06:28:00,3.49,12.943,10.187,96.558512,0.929
1680705180,           2023-04-05 14:33:00,           2023-04-05 06:33:00,3.49,12.925,10.201,96.652278,0.929
1680705480,           2023-04-05 14:38:00,           2023-04-05 06:38:00,3.49,12.934,10.191,96.576978,0.929
1680705780,           2023-04-05 14:43:00,           2023-04-05 06:43:00,3.49,12.934,10.187,96.539071,0.929
1680706080,           2023-04-05 14:48:00,           2023-04-05 06:48:00,3.49,12.925,10.203,96.671228,0.929
1680706380,           2023-04-05 14:53:00,           2023-04-05 06:53:00,3.49,12.925,10.196,96.604904,0.929
1680706680,           2023-04-05 14:58:00,           2023-04-05 06:58:00,3.49,12.952,10.189,96.596914,0.929
1680706980,           2023-04-05 15:03:00,           2023-04-05 07:03:00,3.49,12.934,10.199,96.652791,0.929
1680707280,           2023-04-05 15:08:00,           2023-04-05 07:08:00,3.49,12.908,10.201,96.61551,0.929
1680707580,           2023-04-05 15:13:00,           2023-04-05 07:13:00,3.49,12.917,10.197,96.597083,0.929
1680707880,           2023-04-05 15:18:00,           2023-04-05 07:18:00,3.49,12.934,10.196,96.624361,0.929
1680708180,           2023-04-05 15:23:00,           2023-04-05 07:23:00,3.49,12.917,10.195,96.578137,0.929
1680708480,           2023-04-05 15:28:00,           2023-04-05 07:28:00,3.5,12.917,10.206,96.68234,0.93
1680708780,           2023-04-05 15:33:00,           2023-04-05 07:33:00,3.5,12.899,10.195,96.53923,0.929
1680709080,           2023-04-05 15:38:00,           2023-04-05 07:38:00,3.5,12.873,10.214,96.66285,0.929
1680709380,           2023-04-05 15:43:00,           2023-04-05 07:43:00,3.49,12.908,10.225,96.842818,0.93
1680709680,           2023-04-05 15:48:00,           2023-04-05 07:48:00,3.49,12.934,10.211,96.766512,0.929
1680709980,           2023-04-05 15:53:00,           2023-04-05 07:53:00,3.49,12.908,10.224,96.833347,0.929
1680710280,           2023-04-05 15:58:00,           2023-04-05 07:58:00,3.49,12.934,10.212,96.775988,0.93
1680710580,           2023-04-05 16:03:00,           2023-04-05 08:03:00,3.49,12.934,10.207,96.728605,0.929
1680710880,           2023-04-05 16:08:00,           2023-04-05 08:08:00,3.49,12.943,10.219,96.861827,0.93
1680711180,           2023-04-05 16:13:00,           2023-04-05 08:13:00,3.49,12.961,10.205,96.768079,0.929
1680711480,           2023-04-05 16:18:00,           2023-04-05 08:18:00,3.49,12.978,10.211,96.861787,0.929
1680711780,           2023-04-05 16:23:00,           2023-04-05 08:23:00,3.49,12.961,10.239,97.090481,0.929
1680712080,           2023-04-05 16:28:00,           2023-04-05 08:28:00,3.49,12.952,10.227,96.957174,0.929
1680712380,           2023-04-05 16:33:00,           2023-04-05 08:33:00,3.49,12.978,10.245,97.184312,0.929
1680712680,           2023-04-05 16:38:00,           2023-04-05 08:38:00,3.49,12.943,10.229,96.956613,0.929
1680712980,           2023-04-05 16:43:00,           2023-04-05 08:43:00,3.49,12.969,10.235,97.069916,0.929
1680713280,           2023-04-05 16:48:00,           2023-04-05 08:48:00,3.49,12.987,10.231,97.071036,0.929
1680713580,           2023-04-05 16:53:00,           2023-04-05 08:53:00,3.49,12.987,10.212,96.890766,0.929
1680713880,           2023-04-05 16:58:00,           2023-04-05 08:58:00,3.49,13.005,10.237,97.167047,0.929
1680714180,           2023-04-05 17:03:00,           2023-04-05 09:03:00,3.49,12.996,10.225,97.033627,0.929
1680714480,           2023-04-05 17:08:00,           2023-04-05 09:08:00,3.49,13.031,10.247,97.318479,0.929
1680714780,           2023-04-05 17:13:00,           2023-04-05 09:13:00,3.49,13.013,10.221,97.032523,0.929
1680715080,           2023-04-05 17:18:00,           2023-04-05 09:18:00,3.49,13.031,10.272,97.555911,0.929
1680715380,           2023-04-05 17:23:00,           2023-04-05 09:23:00,3.49,13.084,10.256,97.519281,0.929
1680715680,           2023-04-05 17:28:00,           2023-04-05 09:28:00,3.49,13.084,10.277,97.718959,0.929
1680715980,           2023-04-05 17:33:00,           2023-04-05 09:33:00,3.49,13.057,10.27,97.593565,0.929
1680716280,           2023-04-05 17:38:00,           2023-04-05 09:38:00,3.49,13.18,10.387,98.976532,0.929
1680716580,           2023-04-05 17:43:00,           2023-04-05 09:43:00,3.49,13.206,10.431,99.45338,0.929
1680716880,           2023-04-05 17:48:00,           2023-04-05 09:48:00,3.49,13.075,10.322,98.127131,0.929
1680717180,           2023-04-05 17:53:00,           2023-04-05 09:53:00,3.49,13.092,10.293,97.888569,0.929
1680717480,           2023-04-05 17:58:00,           2023-04-05 09:58:00,3.49,13.092,10.266,97.631793,0.929
1680717780,           2023-04-05 18:03:00,           2023-04-05 10:03:00,3.49,13.031,10.248,97.327977,0.929
1680718080,           2023-04-05 18:08:00,           2023-04-05 10:08:00,3.49,13.048,10.275,97.621459,0.93
1680718380,           2023-04-05 18:13:00,           2023-04-05 10:13:00,3.49,13.057,10.291,97.793123,0.929
1680718680,           2023-04-05 18:18:00,           2023-04-05 10:18:00,3.49,13.048,10.283,97.697466,0.93
1680718980,           2023-04-05 18:23:00,           2023-04-05 10:23:00,3.49,13.057,10.273,97.622073,0.929
1680719280,           2023-04-05 18:28:00,           2023-04-05 10:28:00,3.49,13.048,10.244,97.326932,0.929
1680719580,           2023-04-05 18:33:00,           2023-04-05 10:33:00,3.49,13.057,10.28,97.688593,0.929
1680719880,           2023-04-05 18:38:00,           2023-04-05 10:38:00,3.49,13.145,10.32,98.261424,0.929
1680720180,           2023-04-05 18:43:00,           2023-04-05 10:43:00,3.49,13.127,10.27,97.746115,0.929
1680720480,           2023-04-05 18:48:00,           2023-04-05 10:48:00,3.49,13.11,10.329,98.27039,0.929
1680720780,           2023-04-05 18:53:00,           2023-04-05 10:53:00,3.49,13.11,10.312,98.108652,0.929
1680721080,           2023-04-05 18:58:00,           2023-04-05 10:58:00,3.49,13.127,10.284,97.879362,0.929
1680721380,           2023-04-05 19:03:00,           2023-04-05 11:03:00,3.49,13.145,10.331,98.36616,0.929
1680721680,           2023-04-05 19:08:00,           2023-04-05 11:08:00,3.49,13.206,10.343,98.614353,0.929
1680721980,           2023-04-05 19:13:00,           2023-04-05 11:13:00,3.49,13.171,10.326,98.375541,0.929
1680722280,           2023-04-05 19:18:00,           2023-04-05 11:18:00,3.49,13.154,10.339,98.462082,0.929
1680722580,           2023-04-05 19:23:00,           2023-04-05 11:23:00,3.49,13.206,10.384,99.005263,0.929
1680722880,           2023-04-05 19:28:00,           2023-04-05 11:28:00,3.49,13.277,10.37,99.02813,0.929
1680723180,           2023-04-05 19:33:00,           2023-04-05 11:33:00,3.49,13.364,10.429,99.784293,0.929
1680723480,           2023-04-05 19:38:00,           2023-04-05 11:38:00,3.49,13.478,10.484,100.564546,0.929
1680723780,           2023-04-05 19:43:00,           2023-04-05 11:43:00,3.5,13.53,10.508,100.910935,0.929
1680724080,           2023-04-05 19:48:00,           2023-04-05 11:48:00,3.5,13.591,10.421,100.210645,0.929
1680724380,           2023-04-05 19:53:00,           2023-04-05 11:53:00,3.5,13.539,10.442,100.297105,0.929
1680724680,           2023-04-05 19:58:00,           2023-04-05 11:58:00,3.5,13.565,10.411,100.05691,0.929
1680724980,           2023-04-05 20:03:00,           2023-04-05 12:03:00,3.5,13.487,10.441,100.172059,0.929
1680725280,           2023-04-05 20:08:00,           2023-04-05 12:08:00,3.5,13.635,10.5,101.068605,0.929
1680725580,           2023-04-05 20:13:00,           2023-04-05 12:13:00,3.49,13.661,10.501,101.13632,0.929
1680725880,           2023-04-05 20:18:00,           2023-04-05 12:18:00,3.5,13.591,10.436,100.354888,0.929
1680726180,           2023-04-05 20:23:00,           2023-04-05 12:23:00,3.5,13.574,10.437,100.326766,0.928
1680726480,           2023-04-05 20:28:00,           2023-04-05 12:28:00,3.5,13.591,10.472,100.701072,0.929
1680726780,           2023-04-05 20:33:00,           2023-04-05 12:33:00,3.5,13.635,10.471,100.789463,0.929
1680727080,           2023-04-05 20:38:00,           2023-04-05 12:38:00,3.49,13.618,10.489,100.92479,0.929
1680727380,           2023-04-05 20:43:00,           2023-04-05 12:43:00,3.5,13.661,10.472,100.857017,0.929
1680727680,           2023-04-05 20:48:00,           2023-04-05 12:48:00,3.49,13.504,10.453,100.324968,0.929
1680727980,           2023-04-05 20:53:00,           2023-04-05 12:53:00,3.5,13.6,10.506,101.048136,0.928
1680728280,           2023-04-05 20:58:00,           2023-04-05 12:58:00,3.5,13.661,10.565,101.752711,0.929
1680728580,           2023-04-05 21:03:00,           2023-04-05 13:03:00,3.5,13.653,10.524,101.339922,0.929
1680728880,           2023-04-05 21:08:00,           2023-04-05 13:08:00,3.5,13.548,10.405,99.961628,0.928
1680729180,           2023-04-05 21:13:00,           2023-04-05 13:13:00,3.49,13.242,10.123,96.594164,0.929
1680729480,           2023-04-05 21:18:00,           2023-04-05 13:18:00,3.49,13.32,10.483,100.202969,0.929
1680729780,           2023-04-05 21:23:00,           2023-04-05 13:23:00,3.49,13.408,10.283,98.483516,0.929
1680730080,           2023-04-05 21:28:00,           2023-04-05 13:28:00,3.49,13.198,10.22,97.424262,0.929
1680730380,           2023-04-05 21:33:00,           2023-04-05 13:33:00,3.49,13.277,10.308,98.436062,0.929
1680730680,           2023-04-05 21:38:00,           2023-04-05 13:38:00,3.49,13.25,10.232,97.65163,0.929
1680730980,           2023-04-05 21:43:00,           2023-04-05 13:43:00,3.49,13.268,10.246,97.824409,0.93
1680731280,           2023-04-05 21:48:00,           2023-04-05 13:48:00,3.49,13.355,10.28,98.339009,0.929
1680731580,           2023-04-05 21:53:00,           2023-04-05 13:53:00,3.49,13.382,10.356,99.125441,0.929
1680731880,           2023-04-05 21:58:00,           2023-04-05 13:58:00,3.5,13.53,10.403,99.902594,0.928
1680732180,           2023-04-05 22:03:00,           2023-04-05 14:03:00,3.49,13.469,10.31,98.875778,0.929
1680732480,           2023-04-05 22:08:00,           2023-04-05 14:08:00,3.49,13.46,10.276,98.530049,0.929
1680732780,           2023-04-05 22:13:00,           2023-04-05 14:13:00,3.49,13.443,10.269,98.425822,0.929
1680733080,           2023-04-05 22:18:00,           2023-04-05 14:18:00,3.5,13.583,10.298,99.010326,0.928
1680733380,           2023-04-05 22:23:00,           2023-04-05 14:23:00,3.5,13.626,10.395,100.038016,0.929
1680733680,           2023-04-05 22:28:00,           2023-04-05 14:28:00,3.5,13.661,10.318,99.373826,0.928
1680733980,           2023-04-05 22:33:00,           2023-04-05 14:33:00,3.5,13.661,10.327,99.460506,0.928
1680734280,           2023-04-05 22:38:00,           2023-04-05 14:38:00,3.5,13.783,10.38,100.240479,0.929
1680734580,           2023-04-05 22:43:00,           2023-04-05 14:43:00,3.5,13.644,10.305,99.211348,0.929
1680734880,           2023-04-05 22:48:00,           2023-04-05 14:48:00,3.5,13.644,10.278,98.951406,0.929
1680735180,           2023-04-05 22:53:00,           2023-04-05 14:53:00,3.5,13.618,10.302,99.125482,0.929
1680735480,           2023-04-05 22:58:00,           2023-04-05 14:58:00,3.5,13.653,10.341,99.57774,0.929
1680735780,           2023-04-05 23:03:00,           2023-04-05 15:03:00,3.5,13.644,10.376,99.894901,0.929
1680736080,           2023-04-05 23:08:00,           2023-04-05 15:08:00,3.5,13.687,10.36,99.835649,0.929
1680736380,           2023-04-05 23:13:00,           2023-04-05 15:13:00,3.5,13.722,10.354,99.854951,0.929
1680736680,           2023-04-05 23:18:00,           2023-04-05 15:18:00,3.5,13.705,10.328,99.566838,0.929
1680736980,           2023-04-05 23:23:00,           2023-04-05 15:23:00,3.5,13.757,10.321,99.613586,0.929
1680737280,           2023-04-05 23:28:00,           2023-04-05 15:28:00,3.5,13.696,10.301,99.286816,0.929
1680737580,           2023-04-05 23:33:00,           2023-04-05 15:33:00,3.5,13.609,10.265,98.749817,0.928
1680737880,           2023-04-05 23:38:00,           2023-04-05 15:38:00,3.5,13.6,10.293,98.999473,0.929
1680738180,           2023-04-05 23:43:00,           2023-04-05 15:43:00,3.5,13.583,10.236,98.414226,0.929
1680738480,           2023-04-05 23:48:00,           2023-04-05 15:48:00,3.5,13.565,10.27,98.701803,0.928
1680738780,           2023-04-05 23:53:00,           2023-04-05 15:53:00,3.5,13.583,10.303,99.058399,0.929
1680739080,           2023-04-05 23:58:00,           2023-04-05 15:58:00,3.5,13.591,10.294,98.989384,0.929
1680739380,           2023-04-06 00:03:00,           2023-04-05 16:03:00,3.5,13.591,10.315,99.191325,0.929
1680739680,           2023-04-06 00:08:00,           2023-04-05 16:08:00,3.5,13.705,10.366,99.933176,0.929
1680739980,           2023-04-06 00:13:00,           2023-04-05 16:13:00,3.5,13.748,10.36,99.970148,0.929
1680740280,           2023-04-06 00:18:00,           2023-04-05 16:18:00,3.5,13.696,10.336,99.624165,0.929
1680740580,           2023-04-06 00:23:00,           2023-04-05 16:23:00,3.5,13.748,10.334,99.719258,0.929
1680740880,           2023-04-06 00:28:00,           2023-04-05 16:28:00,3.5,13.836,10.389,100.444631,0.929
1680741180,           2023-04-06 00:33:00,           2023-04-05 16:33:00,3.5,13.679,10.277,99.018312,0.928
1680741480,           2023-04-06 00:38:00,           2023-04-05 16:38:00,3.5,13.653,10.29,99.08664,0.929
1680741780,           2023-04-06 00:43:00,           2023-04-05 16:43:00,3.5,13.653,10.287,99.057751,0.929
1680742080,           2023-04-06 00:48:00,           2023-04-05 16:48:00,3.5,13.792,10.401,100.463207,0.929
1680742380,           2023-04-06 00:53:00,           2023-04-05 16:53:00,3.5,13.818,10.36,100.124539,0.929
1680742680,           2023-04-06 00:58:00,           2023-04-05 16:58:00,3.5,13.696,10.276,99.045851,0.929
1680742980,           2023-04-06 01:03:00,           2023-04-05 17:03:00,3.5,13.591,10.293,98.979768,0.928
1680743280,           2023-04-06 01:08:00,           2023-04-05 17:08:00,3.5,13.687,10.383,100.057292,0.929
1680743580,           2023-04-06 01:13:00,           2023-04-05 17:13:00,3.5,13.653,10.249,98.691834,0.929
1680743880,           2023-04-06 01:18:00,           2023-04-05 17:18:00,3.5,13.687,10.403,100.250025,0.929
1680744180,           2023-04-06 01:23:00,           2023-04-05 17:23:00,3.5,13.731,10.321,99.556467,0.929
1680744480,           2023-04-06 01:28:00,           2023-04-05 17:28:00,3.5,13.626,10.271,98.844681,0.929
1680744780,           2023-04-06 01:33:00,           2023-04-05 17:33:00,3.5,13.626,10.311,99.229628,0.929
1680745080,           2023-04-06 01:38:00,           2023-04-05 17:38:00,3.5,13.635,10.289,99.037607,0.928
1680745380,           2023-04-06 01:43:00,           2023-04-05 17:43:00,3.5,13.53,10.255,98.481313,0.929
1680745680,           2023-04-06 01:48:00,           2023-04-05 17:48:00,3.5,13.539,10.194,97.915025,0.929
1680745980,           2023-04-06 01:53:00,           2023-04-05 17:53:00,3.5,13.522,10.296,98.857532,0.929
1680746280,           2023-04-06 01:58:00,           2023-04-05 17:58:00,3.5,13.548,10.277,98.731922,0.929
1680746580,           2023-04-06 02:03:00,           2023-04-05 18:03:00,3.5,13.522,10.257,98.483071,0.928
1680746880,           2023-04-06 02:08:00,           2023-04-05 18:08:00,3.49,13.495,10.274,98.587317,0.928
1680747180,           2023-04-06 02:13:00,           2023-04-05 18:13:00,3.5,13.53,10.333,99.230367,0.929
1680747480,           2023-04-06 02:18:00,           2023-04-05 18:18:00,3.5,13.557,10.323,99.193606,0.929
1680747780,           2023-04-06 02:23:00,           2023-04-05 18:23:00,3.5,13.583,10.277,98.808421,0.929
1680748080,           2023-04-06 02:28:00,           2023-04-05 18:28:00,3.5,13.591,10.302,99.066314,0.929
1680748380,           2023-04-06 02:33:00,           2023-04-05 18:33:00,3.5,13.618,10.321,99.3083,0.929
1680748680,           2023-04-06 02:38:00,           2023-04-05 18:38:00,3.5,13.661,10.35,99.682022,0.929
1680748980,           2023-04-06 02:43:00,           2023-04-05 18:43:00,3.5,13.696,10.354,99.797659,0.929
1680749280,           2023-04-06 02:48:00,           2023-04-05 18:48:00,3.5,13.687,10.358,99.816376,0.929
1680749580,           2023-04-06 02:53:00,           2023-04-05 18:53:00,3.5,13.67,10.347,99.672943,0.929
1680749880,           2023-04-06 02:58:00,           2023-04-05 18:58:00,3.5,13.696,10.308,99.354285,0.928
1680750180,           2023-04-06 03:03:00,           2023-04-05 19:03:00,3.5,13.653,10.296,99.144416,0.929
1680750480,           2023-04-06 03:08:00,           2023-04-05 19:08:00,3.5,13.626,10.276,98.8928,0.928
1680750780,           2023-04-06 03:13:00,           2023-04-05 19:13:00,3.5,13.591,10.324,99.277871,0.929
1680751080,           2023-04-06 03:18:00,           2023-04-05 19:18:00,3.5,13.635,10.325,99.384128,0.929
1680751380,           2023-04-06 03:23:00,           2023-04-05 19:23:00,3.5,13.6,10.3,99.0668,0.929
1680751680,           2023-04-06 03:28:00,           2023-04-05 19:28:00,3.5,13.618,10.299,99.096616,0.929
1680751980,           2023-04-06 03:33:00,           2023-04-05 19:33:00,3.5,13.6,10.297,99.037945,0.929
1680752280,           2023-04-06 03:38:00,           2023-04-05 19:38:00,3.5,13.591,10.306,99.104779,0.929
1680752580,           2023-04-06 03:43:00,           2023-04-05 19:43:00,3.5,13.6,10.279,98.864819,0.928
1680752880,           2023-04-06 03:48:00,           2023-04-05 19:48:00,3.5,13.6,10.292,98.989855,0.929
1680753180,           2023-04-06 03:53:00,           2023-04-05 19:53:00,3.5,13.565,10.286,98.855574,0.928
1680753480,           2023-04-06 03:58:00,           2023-04-05 19:58:00,3.5,13.583,10.291,98.943025,0.929
1680753780,           2023-04-06 04:03:00,           2023-04-05 20:03:00,3.5,13.574,10.292,98.932938,0.929
1680754080,           2023-04-06 04:08:00,           2023-04-05 20:08:00,3.5,13.583,10.291,98.943025,0.929
1680754380,           2023-04-06 04:13:00,           2023-04-05 20:13:00,3.5,13.583,10.292,98.952639,0.929
1680754680,           2023-04-06 04:18:00,           2023-04-05 20:18:00,3.5,13.574,10.291,98.923325,0.929
1680754980,           2023-04-06 04:23:00,           2023-04-05 20:23:00,3.5,13.574,10.28,98.817587,0.929
1680755280,           2023-04-06 04:28:00,           2023-04-05 20:28:00,3.5,13.574,10.297,98.981001,0.929
1680755580,           2023-04-06 04:33:00,           2023-04-05 20:33:00,3.5,13.574,10.295,98.961776,0.929
1680755880,           2023-04-06 04:38:00,           2023-04-05 20:38:00,3.5,13.583,10.275,98.789192,0.929
1680756180,           2023-04-06 04:43:00,           2023-04-05 20:43:00,3.5,13.565,10.268,98.682581,0.928
1680756480,           2023-04-06 04:48:00,           2023-04-05 20:48:00,3.5,13.557,10.282,98.799637,0.929
1680756780,           2023-04-06 04:53:00,           2023-04-05 20:53:00,3.5,13.557,10.279,98.77081,0.929
1680757080,           2023-04-06 04:58:00,           2023-04-05 20:58:00,3.5,13.539,10.279,98.731463,0.929
1680757380,           2023-04-06 05:03:00,           2023-04-05 21:03:00,3.5,13.548,10.281,98.770351,0.929
1680757680,           2023-04-06 05:08:00,           2023-04-05 21:08:00,3.5,13.522,10.285,98.751915,0.929
1680757980,           2023-04-06 05:13:00,           2023-04-05 21:13:00,3.5,13.522,10.256,98.47347,0.929
1680758280,           2023-04-06 05:18:00,           2023-04-05 21:18:00,3.5,13.522,10.263,98.540681,0.929
1680758580,           2023-04-06 05:23:00,           2023-04-05 21:23:00,3.5,13.478,10.248,98.300788,0.928
1680758880,           2023-04-06 05:28:00,           2023-04-05 21:28:00,3.49,13.487,10.269,98.521872,0.929
1680759180,           2023-04-06 05:33:00,           2023-04-05 21:33:00,3.5,13.495,10.254,98.395401,0.929
1680759480,           2023-04-06 05:38:00,           2023-04-05 21:38:00,3.5,13.487,10.253,98.368367,0.929
1680759780,           2023-04-06 05:43:00,           2023-04-05 21:43:00,3.49,13.469,10.249,98.290771,0.929
1680760080,           2023-04-06 05:48:00,           2023-04-05 21:48:00,3.5,13.46,10.265,98.424577,0.929
1680760380,           2023-04-06 05:53:00,           2023-04-05 21:53:00,3.5,13.443,10.246,98.205373,0.928
1680760680,           2023-04-06 05:58:00,           2023-04-05 21:58:00,3.49,13.434,10.243,98.157024,0.929
1680760980,           2023-04-06 06:03:00,           2023-04-05 22:03:00,3.49,13.425,10.252,98.223659,0.929
1680761280,           2023-04-06 06:08:00,           2023-04-05 22:08:00,3.49,13.399,10.25,98.14786,0.929
1680761580,           2023-04-06 06:13:00,           2023-04-05 22:13:00,3.49,13.408,10.234,98.014227,0.928
1680761880,           2023-04-06 06:18:00,           2023-04-05 22:18:00,3.49,13.417,10.231,98.005064,0.929
1680762180,           2023-04-06 06:23:00,           2023-04-05 22:23:00,3.49,13.408,10.243,98.100423,0.928
1680762480,           2023-04-06 06:28:00,           2023-04-05 22:28:00,3.49,13.425,10.243,98.137431,0.929
1680762780,           2023-04-06 06:33:00,           2023-04-05 22:33:00,3.49,13.417,10.246,98.148753,0.929
1680763080,           2023-04-06 06:38:00,           2023-04-05 22:38:00,3.49,13.425,10.241,98.118269,0.929
1680763380,           2023-04-06 06:43:00,           2023-04-05 22:43:00,3.49,13.417,10.242,98.110436,0.929
1680763680,           2023-04-06 06:48:00,           2023-04-05 22:48:00,3.49,13.399,10.251,98.157435,0.929
1680763980,           2023-04-06 06:53:00,           2023-04-05 22:53:00,3.49,13.399,10.248,98.128709,0.929
1680764280,           2023-04-06 06:58:00,           2023-04-05 22:58:00,3.49,13.408,10.241,98.081269,0.929
1680764580,           2023-04-06 07:03:00,           2023-04-05 23:03:00,3.49,13.399,10.244,98.090407,0.929
1680764880,           2023-04-06 07:08:00,           2023-04-05 23:08:00,3.49,13.39,10.238,98.013374,0.929
1680765180,           2023-04-06 07:13:00,           2023-04-05 23:13:00,3.49,13.382,10.247,98.082116,0.929
1680765480,           2023-04-06 07:18:00,           2023-04-05 23:18:00,3.49,13.373,10.235,97.947681,0.929
1680765780,           2023-04-06 07:23:00,           2023-04-05 23:23:00,3.49,13.39,10.231,97.94636,0.929
1680766080,           2023-04-06 07:28:00,           2023-04-05 23:28:00,3.49,13.39,10.235,97.984654,0.929
1680766380,           2023-04-06 07:33:00,           2023-04-05 23:33:00,3.49,13.39,10.225,97.888919,0.929
1680766680,           2023-04-06 07:38:00,           2023-04-05 23:38:00,3.49,13.382,10.229,97.909824,0.929
1680766980,           2023-04-06 07:43:00,           2023-04-05 23:43:00,3.49,13.382,10.233,97.948111,0.929
1680767280,           2023-04-06 07:48:00,           2023-04-05 23:48:00,3.49,13.408,10.228,97.956763,0.929
1680767580,           2023-04-06 07:53:00,           2023-04-05 23:53:00,3.49,13.399,10.228,97.937201,0.929
1680767880,           2023-04-06 07:58:00,           2023-04-05 23:58:00,3.49,13.32,10.203,97.526557,0.929
