"Year","Month","Date","latitude","longitude","Region","SampleID","PreyType","MacroCategory","PreyLengthSpecies","PreyLength","Estimate"
2012,10,2012-10-18,38.33428,-121.64733,"Lower","FLaSH 1018 FMWT 2012-10-18 719 5804","Hyperacanthomysis longirostris","mysids",NA,6.1,"ED"
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 172 FMWT 2011-11-21 719 2974","Unid mysids","mysids",NA,6.1,"ED"
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 173 FMWT 2011-11-21 719 2976","Corophium type","amphipod",NA,1.1,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 199 FMWT 2011-11-21 719 2978","Hyperacanthomysis longirostris","mysids",NA,7,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 182 FMWT 2011-11-21 719 2981","Corophium type","amphipod",NA,0.75,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 175 FMWT 2011-11-21 719 2982","Corophium type","amphipod",NA,1.1,"M"
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 180 FMWT 2011-11-21 719 2980","Hyperacanthomysis longirostris","mysids",NA,1.5,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 175 FMWT 2011-11-21 719 2982","Unid mysids","mysids",NA,5.1,"ED"
2012,11,2012-11-15,38.33428,-121.64733,"Lower","FLaSH 1029 FMWT 2012-11-15 719 5987","Corophium type","amphipod","juvenile Corophium",0.8,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 172 FMWT 2011-11-21 719 2974","Unid mysids","mysids",NA,6.1,"ED"
2012,12,2012-12-11,38.33428,-121.64733,"Lower","FLaSH 1039 FMWT 2012-12-11 719 6132","Corophium type","amphipod","juvenile Corophium",2.2,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 181 FMWT 2011-11-21 719 2977","Unid mysids","mysids",NA,3.1,"ED"
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 172 FMWT 2011-11-21 719 2974","Unid mysids","mysids",NA,3.1,"G"
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 172 FMWT 2011-11-21 719 2974","Unid mysids","mysids",NA,6.1,"G"
2011,12,2011-12-16,38.33428,-121.64733,"Lower","FLaSH 211 FMWT 2011-12-16 719 2061","Corophium type","amphipod","juvenile Corophium",1.1,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 173 FMWT 2011-11-21 719 2976","Unid mysids","mysids",NA,4.1,"ED"
2011,12,2011-12-16,38.33428,-121.64733,"Lower","FLaSH 215 FMWT 2011-12-16 719 2060","Hyperacanthomysis longirostris","mysids",NA,7.7,"E"
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 173 FMWT 2011-11-21 719 2976","Unid mysids","mysids",NA,7.1,"ED"
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 172 FMWT 2011-11-21 719 2974","Unid mysids","mysids",NA,3.1,"ED"
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 175 FMWT 2011-11-21 719 2982","Unid mysids","mysids",NA,6.1,"ED"
2012,11,2012-11-15,38.33428,-121.64733,"Lower","FLaSH 1029 FMWT 2012-11-15 719 5987","Corophium type","amphipod","juvenile Corophium",1,NA
2012,11,2012-11-15,38.33428,-121.64733,"Lower","FLaSH 1029 FMWT 2012-11-15 719 5987","Unid mysids","mysids",NA,1.9,NA
2011,12,2011-12-16,38.33428,-121.64733,"Lower","FLaSH 211 FMWT 2011-12-16 719 2061","Corophium type","amphipod","juvenile Corophium",1.2,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 172 FMWT 2011-11-21 719 2974","Corophium type","amphipod",NA,1.5,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 178 FMWT 2011-11-21 719 2979","Unid mysids","mysids",NA,4.1,"ED"
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 172 FMWT 2011-11-21 719 2974","Unid mysids","mysids",NA,6.1,"G"
2012,12,2012-12-11,38.33428,-121.64733,"Lower","FLaSH 1039 FMWT 2012-12-11 719 6132","Gammarus type","amphipod","juvenile Gammarus",1.8,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 181 FMWT 2011-11-21 719 2977","Corophium type","amphipod",NA,1.1,NA
2011,12,2011-12-16,38.33428,-121.64733,"Lower","FLaSH 211 FMWT 2011-12-16 719 2061","Corophium type","amphipod","juvenile Corophium",1.1,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 172 FMWT 2011-11-21 719 2974","Unid mysids","mysids",NA,3.1,"G"
2012,11,2012-11-15,38.33428,-121.64733,"Lower","FLaSH 1029 FMWT 2012-11-15 719 5987","Unid mysids","mysids",NA,6.1,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 199 FMWT 2011-11-21 719 2978","Hyperacanthomysis longirostris","mysids",NA,8,NA
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 172 FMWT 2011-11-21 719 2974","Unid mysids","mysids",NA,6.1,"G"
2011,11,2011-11-21,38.33428,-121.64733,"Lower","FLaSH 181 FMWT 2011-11-21 719 2977","Corophium type","amphipod",NA,1.1,"G"
2012,12,2012-12-11,38.47387,-121.5844,"Middle","FLaSH 1040 FMWT 2012-12-11 796 6148","Corophium type","amphipod","juvenile Corophium",1.2,NA
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Unid mysids","mysids",NA,1.9,"G"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 176 FMWT 2011-11-21 797 3043","Unid mysids","mysids",NA,3.1,"ED"
2015,10,2015-10-19,38.40462,-121.6156,"Middle","FLaSH 2217 FMWT 2015-10-19 797 7260","Corophium type","amphipod","juvenile Corophium",1.2,NA
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Unid mysids","mysids",NA,6.1,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 185 FMWT 2011-11-21 797 3041","Unid mysids","mysids",NA,6.1,"ED"
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Hyperacanthomysis longirostris","mysids",NA,5.3,NA
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Hyperacanthomysis longirostris","mysids",NA,6.1,NA
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 177 FMWT 2011-11-21 797 3046","Unid mysids","mysids",NA,3.1,"ED"
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Hyperacanthomysis longirostris","mysids",NA,3.2,NA
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 179 FMWT 2011-11-21 797 3042","Hyperacanthomysis longirostris","mysids",NA,2,NA
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Unid mysids","mysids",NA,6.1,"G"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 185 FMWT 2011-11-21 797 3041","Unid mysids","mysids",NA,4.1,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 179 FMWT 2011-11-21 797 3042","Unid mysids","mysids",NA,2.1,"ED"
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Hyperacanthomysis longirostris","mysids",NA,8,NA
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Hyperacanthomysis longirostris","mysids",NA,5.2,NA
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 177 FMWT 2011-11-21 797 3046","Unid mysids","mysids",NA,3.1,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 183 FMWT 2011-11-21 797 3044","Unid mysids","mysids",NA,6.1,"E"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 185 FMWT 2011-11-21 797 3041","Unid mysids","mysids",NA,5.1,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 185 FMWT 2011-11-21 797 3041","Unid mysids","mysids",NA,5.1,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 179 FMWT 2011-11-21 797 3042","Hyperacanthomysis longirostris","mysids",NA,1.7,NA
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 179 FMWT 2011-11-21 797 3042","Unid mysids","mysids",NA,6.1,"ED"
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Hyperacanthomysis longirostris","mysids",NA,6.1,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 200 FMWT 2011-11-21 797 3049","Unid mysids","mysids",NA,2.6,"G"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 200 FMWT 2011-11-21 797 3049","Hyperacanthomysis longirostris","mysids",NA,2.6,"E"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 183 FMWT 2011-11-21 797 3044","Unid mysids","mysids",NA,3.1,"G"
2011,12,2011-12-16,38.40462,-121.6156,"Middle","FLaSH 219 FMWT 2011-12-16 797 2075","Hyperacanthomysis longirostris","mysids",NA,5.8,NA
2011,12,2011-12-16,38.40462,-121.6156,"Middle","FLaSH 219 FMWT 2011-12-16 797 2075","Unid mysids","mysids",NA,6.1,"E"
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Hyperacanthomysis longirostris","mysids",NA,6.1,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 185 FMWT 2011-11-21 797 3041","Unid mysids","mysids",NA,7.1,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 185 FMWT 2011-11-21 797 3041","Unid mysids","mysids",NA,6.1,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 185 FMWT 2011-11-21 797 3041","Unid mysids","mysids",NA,7.1,"ED"
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Hyperacanthomysis longirostris","mysids",NA,8.8,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 198 FMWT 2011-11-21 797 3040","Hyperacanthomysis longirostris","mysids",NA,2.5,NA
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 198 FMWT 2011-11-21 797 3040","Hyperacanthomysis longirostris","mysids",NA,9.2,"E"
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Hyperacanthomysis longirostris","mysids",NA,3.3,"ED"
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Hyperacanthomysis longirostris","mysids",NA,5.6,"G"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 185 FMWT 2011-11-21 797 3041","Unid mysids","mysids",NA,5.1,NA
2012,11,2012-11-15,38.40462,-121.6156,"Middle","FLaSH 1030 FMWT 2012-11-15 797 6017","Unid mysids","mysids","Unid juvenile",1.5,NA
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 185 FMWT 2011-11-21 797 3041","Unid mysids","mysids",NA,6.1,"ED"
2012,11,2012-11-15,38.40462,-121.6156,"Middle","FLaSH 1030 FMWT 2012-11-15 797 6017","Corophium type","amphipod","juvenile Corophium",1.6,NA
2012,11,2012-11-15,38.40462,-121.6156,"Middle","FLaSH 1030 FMWT 2012-11-15 797 6017","Unid mysids","mysids","Unid juvenile",1.5,"G"
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Unid mysids","mysids",NA,1.9,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 185 FMWT 2011-11-21 797 3041","Hyperacanthomysis longirostris","mysids",NA,8,NA
2013,11,2013-11-19,38.40462,-121.6156,"Middle","FLaSH 1455 FMWT 2013-11-19 797 0749","Corophium type","amphipod","juvenile Corophium",1.1,NA
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 185 FMWT 2011-11-21 797 3041","Unid mysids","mysids",NA,6.1,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 198 FMWT 2011-11-21 797 3040","Hyperacanthomysis longirostris","mysids",NA,8.1,NA
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 183 FMWT 2011-11-21 797 3044","Unid mysids","mysids",NA,3.1,"E"
2012,12,2012-12-11,38.40462,-121.6156,"Middle","FLaSH 1041 FMWT 2012-12-11 797 6141","Corophium type","amphipod","juvenile Corophium",1.7,NA
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 183 FMWT 2011-11-21 797 3044","Unid mysids","mysids",NA,3.1,"E"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 183 FMWT 2011-11-21 797 3044","Hyperacanthomysis longirostris","mysids",NA,2.5,NA
2012,10,2012-10-18,38.40462,-121.6156,"Middle","FLaSH 1019 FMWT 2012-10-18 797 5835","Hyperacanthomysis longirostris","mysids",NA,7.4,"ED"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 183 FMWT 2011-11-21 797 3044","Hyperacanthomysis longirostris","mysids",NA,6,NA
2012,11,2012-11-15,38.40462,-121.6156,"Middle","FLaSH 1030 FMWT 2012-11-15 797 6017","Unid mysids","mysids","Unid juvenile",1.5,"G"
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 198 FMWT 2011-11-21 797 3040","Hyperacanthomysis longirostris","mysids",NA,2.8,NA
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 198 FMWT 2011-11-21 797 3040","Hyperacanthomysis longirostris","mysids",NA,5.7,NA
2011,11,2011-11-21,38.40462,-121.6156,"Middle","FLaSH 171 FMWT 2011-11-21 797 3045","Unid mysids","mysids",NA,7.1,"ED"
2014,8,2014-08-21,38.404222,-121.615639,"Middle","FLaSH 1969 GES 2014-08-21 797 0153","Hyperacanthomysis longirostris","mysids",NA,1.9,NA
2014,12,2014-12-02,38.404222,-121.615639,"Middle","FLaSH 1907 GES 2014-12-02 797 0338","Unid mysids","mysids",NA,3,"ED"
2014,12,2014-12-02,38.404222,-121.615639,"Middle","FLaSH 1907 GES 2014-12-02 797 0338","Corophium type","amphipod","juvenile Corophium",1.3,NA
2014,8,2014-08-21,38.404222,-121.615639,"Middle","FLaSH 1979 GES 2014-08-21 797 0189","Hyperacanthomysis longirostris","mysids",NA,3.3,NA
2014,12,2014-12-02,38.404222,-121.615639,"Middle","FLaSH 1907 GES 2014-12-02 797 0338","Corophium type","amphipod","juvenile Corophium",1.3,"G"
2014,8,2014-08-21,38.404222,-121.615639,"Middle","FLaSH 1981 GES 2014-08-21 797 0197","Hyperacanthomysis longirostris","mysids",NA,1.7,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 507 SKT 2012-03-08 713 4613","Corophium type","amphipod","A. spinicorne",3.2,NA
2014,1,2014-01-15,38.20712,-121.66008,"Lower","FLaSH 1468 SKT 2014-01-15 713 0144","Gammarus type","amphipod","Crangonyx sp.",3.7,NA
2012,5,2012-05-02,38.20712,-121.66008,"Lower","FLaSH 1253 SKT 2012-05-02 713 5068","Corophium type","amphipod","juvenile Corophium",1.4,NA
2012,4,2012-04-04,38.20712,-121.66008,"Lower","FLaSH 646 SKT 2012-04-04 713 4920","Corophium type","amphipod","juvenile Corophium",1.1,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 516 SKT 2012-03-08 713 4628","Corophium type","amphipod","juvenile Corophium",1.3,"G"
2014,1,2014-01-15,38.20712,-121.66008,"Lower","FLaSH 1468 SKT 2014-01-15 713 0144","Corophium type","amphipod","A. spinicorne",5,"S"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 515 SKT 2012-03-08 713 4636","Corophium type","amphipod","A. spinicorne",4.6,NA
2012,4,2012-04-04,38.20712,-121.66008,"Lower","FLaSH 646 SKT 2012-04-04 713 4920","Corophium type","amphipod","Unid Corophium",1.1,"G"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 515 SKT 2012-03-08 713 4636","Corophium type","amphipod","Unid Corophium",1.3,NA
2012,4,2012-04-04,38.20712,-121.66008,"Lower","FLaSH 646 SKT 2012-04-04 713 4920","Corophium type","amphipod","juvenile Corophium",1.2,NA
2012,4,2012-04-04,38.20712,-121.66008,"Lower","FLaSH 646 SKT 2012-04-04 713 4920","Corophium type","amphipod","juvenile Corophium",1,NA
2014,1,2014-01-15,38.20712,-121.66008,"Lower","FLaSH 1467 SKT 2014-01-15 713 0143","Corophium type","amphipod","A. spinicorne",5,NA
2012,4,2012-04-04,38.20712,-121.66008,"Lower","FLaSH 646 SKT 2012-04-04 713 4920","Corophium type","amphipod","juvenile Corophium",1,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 515 SKT 2012-03-08 713 4636","Corophium type","amphipod","Unid Corophium",1.2,NA
2014,3,2014-03-12,38.20712,-121.66008,"Lower","FLaSH 1505 SKT 2014-03-12 713 0559","Gammarus type","amphipod","Unid Gammarus",4.9,"G"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 515 SKT 2012-03-08 713 4636","Corophium type","amphipod","Unid Corophium",0.9,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 516 SKT 2012-03-08 713 4628","Corophium type","amphipod","juvenile Corophium",1.3,NA
2014,1,2014-01-15,38.20712,-121.66008,"Lower","FLaSH 1467 SKT 2014-01-15 713 0143","Unid amphipod","amphipod","Unid amphipod",5,"G"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 509 SKT 2012-03-08 713 4621","Corophium type","amphipod","A. spinicorne",1.3,"S"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 518 SKT 2012-03-08 713 4635","Unid amphipod","amphipod","Unid amphipod",0.9,"G"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Prickly sculpin","fish",NA,6.8,"U"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 507 SKT 2012-03-08 713 4613","Corophium type","amphipod","A. stimpsoni",3.2,"G"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Corophium type","amphipod",NA,1.1,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 521 SKT 2012-03-08 713 4627","Corophium type","amphipod","juvenile Corophium",1,"G"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 521 SKT 2012-03-08 713 4627","Corophium type","amphipod","juvenile Corophium",1,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 513 SKT 2012-03-08 713 4632","Corophium type","amphipod",NA,1.3,"S"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Corophium type","amphipod",NA,1.4,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 511 SKT 2012-03-08 713 4625","Corophium type","amphipod","juvenile Corophium",1.3,"S"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 515 SKT 2012-03-08 713 4636","Corophium type","amphipod","Unid Corophium",1.2,"G"
2013,2,2013-02-06,38.20712,-121.66008,"Lower","FLaSH 1174 SKT 2013-02-06 713 6309","Corophium type","amphipod","A. stimpsoni",3.1,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 515 SKT 2012-03-08 713 4636","Corophium type","amphipod","Unid Corophium",1.2,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Unid fish","fish",NA,6.8,"U"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 516 SKT 2012-03-08 713 4628","Unid fish","fish",NA,4.5,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 519 SKT 2012-03-08 713 4633","Gammarus type","amphipod","Crangonyx sp.",2.1,"M"
2012,4,2012-04-04,38.20712,-121.66008,"Lower","FLaSH 646 SKT 2012-04-04 713 4920","Corophium type","amphipod","Unid Corophium",1,"G"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 518 SKT 2012-03-08 713 4635","Corophium type","amphipod","juvenile Corophium",0.9,"G"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 507 SKT 2012-03-08 713 4613","Corophium type","amphipod","A. spinicorne",4.2,"ED"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Prickly sculpin","fish",NA,6.8,"U"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Corophium type","amphipod",NA,1.2,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 513 SKT 2012-03-08 713 4632","Corophium type","amphipod",NA,1.3,"S"
2014,3,2014-03-12,38.20712,-121.66008,"Lower","FLaSH 1505 SKT 2014-03-12 713 0559","Corophium type","amphipod","juvenile Corophium",1.3,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 508 SKT 2012-03-08 713 4616","Corophium type","amphipod","Unid Corophium",1.3,"S"
2012,1,2012-01-19,38.20712,-121.66008,"Lower","FLaSH 388 SKT 2012-01-19 713 4098","Corophium type","amphipod","juvenile Corophium",1.8,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Unid fish","fish",NA,6.8,"U"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Unid fish","fish",NA,6.8,"U"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 509 SKT 2012-03-08 713 4621","Corophium type","amphipod","Unid Corophium",1.2,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 521 SKT 2012-03-08 713 4627","Corophium type","amphipod","juvenile Corophium",1,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 519 SKT 2012-03-08 713 4633","Corophium type","amphipod",NA,1.1,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 510 SKT 2012-03-08 713 4619","Corophium type","amphipod","A. spinicorne",5,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Corophium type","amphipod",NA,1.3,NA
2014,3,2014-03-12,38.20712,-121.66008,"Lower","FLaSH 1505 SKT 2014-03-12 713 0559","Gammarus type","amphipod","Crangonyx sp.",4.5,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 515 SKT 2012-03-08 713 4636","Corophium type","amphipod","Unid Corophium",1.1,"G"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 508 SKT 2012-03-08 713 4616","Corophium type","amphipod","A. stimpsoni",5.9,"ED"
2014,3,2014-03-12,38.20712,-121.66008,"Lower","FLaSH 1505 SKT 2014-03-12 713 0559","Gammarus type","amphipod","Crangonyx sp.",5.4,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 518 SKT 2012-03-08 713 4635","Corophium type","amphipod","juvenile Corophium",0.9,NA
2014,3,2014-03-12,38.20712,-121.66008,"Lower","FLaSH 1505 SKT 2014-03-12 713 0559","Corophium type","amphipod","juvenile Corophium",1.1,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Unid fish","fish",NA,6.8,"U"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 509 SKT 2012-03-08 713 4621","Corophium type","amphipod","Unid Corophium",1.3,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 518 SKT 2012-03-08 713 4635","Corophium type","amphipod","juvenile Corophium",0.8,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 521 SKT 2012-03-08 713 4627","Corophium type","amphipod","juvenile Corophium",1,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 510 SKT 2012-03-08 713 4619","Gammarus type","amphipod","juvenile Gammarus",1.7,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Prickly sculpin","fish",NA,6.8,"U"
2014,2,2014-02-12,38.20712,-121.66008,"Lower","FLaSH 1489 SKT 2014-02-12 713 0361","Prickly sculpin","fish",NA,6,"M"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Unid fish","fish",NA,6.8,"U"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 521 SKT 2012-03-08 713 4627","Corophium type","amphipod","juvenile Corophium",1,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Corophium type","amphipod",NA,1.2,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Unid fish","fish",NA,6.8,"U"
2014,2,2014-02-12,38.20712,-121.66008,"Lower","FLaSH 1489 SKT 2014-02-12 713 0361","Corophium type","amphipod","A. stimpsoni",3.5,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Unid fish","fish",NA,6.8,"U"
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Corophium type","amphipod",NA,1.3,"G"
2014,2,2014-02-12,38.20712,-121.66008,"Lower","FLaSH 1488 SKT 2014-02-12 713 0360","Gammarus type","amphipod","G. daiberi",3.2,NA
2012,3,2012-03-08,38.20712,-121.66008,"Lower","FLaSH 512 SKT 2012-03-08 713 4626","Unid fish","fish",NA,6.8,"U"
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Corophium type","amphipod","juvenile Corophium",2.1,"G"
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 528 SKT 2012-03-08 715 4657","Prickly sculpin","fish",NA,6.8,"U"
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Corophium type","amphipod","juvenile Corophium",1.3,NA
2016,2,2016-02-10,38.22295,-121.67362,"Lower","FLaSH 2173 SKT 2016-02-10 715 7274","Gammarus type","amphipod","Hyalella sp.",3.6,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 522 SKT 2012-03-08 715 4642","Prickly sculpin","fish",NA,4,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Gammarus type","amphipod","Unid Gammarus",2.5,"G"
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2158 SKT 2017-03-08 715 A33","Unid fish","fish",NA,4.5,"G"
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2158 SKT 2017-03-08 715 A33","Unid fish","fish",NA,4.7,"G"
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 517 SKT 2012-03-08 715 4640","Prickly sculpin","fish",NA,6.8,"U"
