"","Date","Station","Turbidity","Imputed"
"641",2023-01-01,"CM66",88.4372459722222,"No"
"642",2023-01-02,"CM66",77.112719375,"No"
"643",2023-01-03,"CM66",67.5927889583333,"No"
"644",2023-01-04,"CM66",63.1028722222222,"No"
"645",2023-01-05,"CM66",67.71961,"No"
"646",2023-01-06,"CM66",60.0334231944444,"No"
"647",2023-01-07,"CM66",59.3362204861111,"No"
"648",2023-01-08,"CM66",76.6837022916667,"No"
"649",2023-01-09,"CM66",70.4672463888889,"No"
"650",2023-01-10,"CM66",64.8323372222222,"No"
"651",2023-01-11,"CM66",57.7836883333333,"No"
"652",2023-01-12,"CM66",53.153479375,"No"
"653",2023-01-13,"CM66",45.7822293055556,"No"
"654",2023-01-14,"CM66",50.084066875,"No"
"655",2023-01-15,"CM66",65.5125297222222,"No"
"656",2023-01-16,"CM66",51.2667130555556,"No"
"657",2023-01-17,"CM66",42.1281771527778,"No"
"658",2023-01-18,"CM66",34.5186552777778,"No"
"659",2023-01-19,"CM66",37.4802294444444,"No"
"660",2023-01-20,"CM66",52.9412969444444,"No"
"661",2023-01-21,"CM66",47.2905784722222,"No"
"662",2023-01-22,"CM66",49.6782101388889,"No"
"663",2023-01-23,"CM66",85.4048732638889,"No"
"664",2023-01-24,"CM66",67.0133000694444,"No"
"665",2023-01-25,"CM66",59.9682203472222,"No"
"666",2023-01-26,"CM66",56.3542080555556,"No"
"667",2023-01-27,"CM66",54.2553384722222,"No"
"668",2023-01-28,"CM66",45.4235242361111,"No"
"669",2023-01-29,"CM66",74.6806348611111,"No"
"670",2023-01-30,"CM66",62.1678497222222,"No"
"671",2023-01-31,"CM66",55.6376101388889,"No"
"672",2023-02-01,"CM66",67.7233175,"No"
"673",2023-02-02,"CM66",81.67066125,"No"
"674",2023-02-03,"CM66",88.2298415972222,"No"
"675",2023-02-04,"CM66",72.0832096527778,"No"
"676",2023-02-05,"CM66",70.0301731944444,"No"
"677",2023-02-06,"CM66",63.6715151388889,"No"
"678",2023-02-07,"CM66",61.2478952777778,"No"
"679",2023-02-08,"CM66",56.7318542361111,"No"
"680",2023-02-09,"CM66",58.9708252777778,"No"
"681",2023-02-10,"CM66",74.4544102083333,"No"
"682",2023-02-11,"CM66",64.7741420833333,"No"
"683",2023-02-12,"CM66",56.3979478472222,"No"
"684",2023-02-13,"CM66",51.0515790277778,"No"
"685",2023-02-14,"CM66",84.4834052777778,"No"
"686",2023-02-15,"CM66",72.7083532638889,"No"
"687",2023-02-16,"CM66",70.4704338888889,"No"
"688",2023-02-17,"CM66",68.7919283333333,"No"
"689",2023-02-18,"CM66",87.2939036111111,"No"
"690",2023-02-19,"CM66",89.0078863194444,"No"
"691",2023-02-20,"CM66",93.6560249305556,"No"
"692",2023-02-21,"CM66",78.1717390277778,"No"
"693",2023-02-22,"CM66",74.063404375,"No"
"694",2023-02-23,"CM66",71.2423722916667,"No"
"695",2023-02-24,"CM66",74.5091422916667,"No"
"696",2023-02-25,"CM66",67.3022140972222,"No"
"697",2023-02-26,"CM66",59.4382888194444,"No"
"698",2023-02-27,"CM66",54.6595934722222,"No"
"699",2023-02-28,"CM66",50.95482875,"No"
"700",2023-03-01,"CM66",51.2115404166667,"No"
"701",2023-03-02,"CM66",49.3060697916667,"No"
"702",2023-03-03,"CM66",49.8770461805556,"No"
"703",2023-03-04,"CM66",80.5621148611111,"No"
"704",2023-03-05,"CM66",72.55431625,"No"
"705",2023-03-06,"CM66",63.8208476388889,"No"
"706",2023-03-07,"CM66",58.9196889583333,"No"
"707",2023-03-08,"CM66",78.7955333333333,"No"
"708",2023-03-09,"CM66",68.4429370833333,"No"
"709",2023-03-10,"CM66",72.4357110416667,"No"
"710",2023-03-11,"CM66",69.1660324305556,"No"
"711",2023-03-12,"CM66",57.5602671527778,"No"
"712",2023-03-13,"CM66",45.8319259027778,"No"
"713",2023-03-14,"CM66",38.5974865972222,"No"
"714",2023-03-15,"CM66",40.8769775694444,"No"
"715",2023-03-16,"CM66",33.2999389583333,"No"
"716",2023-03-17,"CM66",26.0618813194444,"No"
"717",2023-03-18,"CM66",25.5574054861111,"No"
"718",2023-03-19,"CM66",30.396240625,"No"
"719",2023-03-20,"CM66",29.9780399269322,"Yes"
"720",2023-03-21,"CM66",29.5598392288645,"Yes"
"721",2023-03-22,"CM66",29.1416385307967,"Yes"
"722",2023-03-23,"CM66",28.723437832729,"Yes"
"723",2023-03-24,"CM66",28.3052371346612,"Yes"
"724",2023-03-25,"CM66",27.8870364365934,"Yes"
"725",2023-03-26,"CM66",27.4688357385257,"Yes"
"726",2023-03-27,"CM66",27.0506350404579,"Yes"
"727",2023-03-28,"CM66",26.6324343423902,"Yes"
"728",2023-03-29,"CM66",26.2142336443224,"Yes"
"729",2023-03-30,"CM66",25.7960329462546,"Yes"
"730",2023-03-31,"CM66",25.3778322481869,"No"
"731",2023-04-01,"CM66",25.2367610391876,"No"
"732",2023-04-02,"CM66",42.0121916112901,"No"
"733",2023-04-03,"CM66",51.345756808064,"No"
"734",2023-04-04,"CM66",41.1227642611516,"No"
"735",2023-04-05,"CM66",42.5084251277842,"No"
"736",2023-04-06,"CM66",56.1501032932568,"No"
"737",2023-04-07,"CM66",46.4652302340633,"No"
"738",2023-04-08,"CM66",44.0556066281304,"No"
"739",2023-04-09,"CM66",65.3295892852973,"No"
"740",2023-04-10,"CM66",61.1745106643724,"No"
"741",2023-04-11,"CM66",46.3112924128497,"No"
"742",2023-04-12,"CM66",40.1388957808759,"No"
"743",2023-04-13,"CM66",46.4140254087893,"No"
"744",2023-04-14,"CM66",41.7048739567931,"No"
"745",2023-04-15,"CM66",33.0172265610037,"No"
"746",2023-04-16,"CM66",39.7870136991856,"No"
"747",2023-04-17,"CM66",49.9539430530911,"No"
"748",2023-04-18,"CM66",43.8771300098284,"No"
"749",2023-04-19,"CM66",43.2400823517521,"No"
"750",2023-04-20,"CM66",38.5639056513901,"No"
"751",2023-04-21,"CM66",48.2589787555743,"No"
"752",2023-04-22,"CM66",48.7364886375305,"No"
"753",2023-04-23,"CM66",40.8923781068688,"No"
"754",2023-04-24,"CM66",37.9837978922863,"No"
"755",2023-04-25,"CM66",28.7851873231176,"No"
"756",2023-04-26,"CM66",24.5495044340146,"No"
"757",2023-04-27,"CM66",26.8295130962775,"No"
"758",2023-04-28,"CM66",30.5547900168404,"No"
"759",2023-04-29,"CM66",24.6774003505668,"No"
"760",2023-04-30,"CM66",23.5072154432621,"No"
"761",2023-05-01,"CM66",25.3993896042811,"No"
"762",2023-05-02,"CM66",22.316573137953,"No"
"763",2023-05-03,"CM66",21.4984722786257,"No"
"764",2023-05-04,"CM66",39.0305092114667,"No"
"765",2023-05-05,"CM66",30.5977479684493,"No"
"766",2023-05-06,"CM66",26.0660510586244,"No"
"767",2023-05-07,"CM66",29.1505933863188,"No"
"768",2023-05-08,"CM66",48.4430892864561,"No"
"769",2023-05-09,"CM66",33.2726628707958,"No"
"770",2023-05-10,"CM66",29.147143941669,"No"
"771",2023-05-11,"CM66",35.4907293199901,"No"
"772",2023-05-12,"CM66",32.8981926716894,"No"
"773",2023-05-13,"CM66",27.2048991558994,"No"
"774",2023-05-14,"CM66",26.7849635478131,"No"
"775",2023-05-15,"CM66",24.8855551921678,"No"
"776",2023-05-16,"CM66",24.9062065119789,"No"
"777",2023-05-17,"CM66",30.1893881538545,"No"
"778",2023-05-18,"CM66",25.2247468571181,"No"
"779",2023-05-19,"CM66",25.7049922894956,"No"
"780",2023-05-20,"CM66",49.2596412629823,"No"
"781",2023-05-21,"CM66",34.2404774873111,"No"
"782",2023-05-22,"CM66",26.2056602367331,"No"
"783",2023-05-23,"CM66",24.4478071115131,"No"
"784",2023-05-24,"CM66",23.5727462064175,"No"
"785",2023-05-25,"CM66",22.0337165409655,"No"
"786",2023-05-26,"CM66",40.1374695586009,"No"
"787",2023-05-27,"CM66",48.5698993405565,"No"
"788",2023-05-28,"CM66",32.1799424639135,"No"
"789",2023-05-29,"CM66",26.9952571533059,"No"
"790",2023-05-30,"CM66",31.9514551629172,"No"
"791",2023-05-31,"CM66",54.8222218703352,"No"
"792",2023-06-01,"CM66",51.5082687637891,"No"
"793",2023-06-02,"CM66",37.9881288126379,"No"
"794",2023-06-03,"CM66",33.0933009325271,"No"
"795",2023-06-04,"CM66",55.4380998023606,"No"
"796",2023-06-05,"CM66",49.6629754843215,"No"
"797",2023-06-06,"CM66",39.7481965903863,"No"
"798",2023-06-07,"CM66",38.8697512824965,"Yes"
"799",2023-06-08,"CM66",37.9913059746067,"Yes"
"800",2023-06-09,"CM66",37.1128606667168,"Yes"
"801",2023-06-10,"CM66",36.234415358827,"Yes"
"802",2023-06-11,"CM66",35.3559700509371,"Yes"
"803",2023-06-12,"CM66",34.4775247430473,"Yes"
"804",2023-06-13,"CM66",33.5990794351574,"Yes"
"805",2023-06-14,"CM66",32.7206341272676,"Yes"
"806",2023-06-15,"CM66",31.8421888193778,"Yes"
"807",2023-06-16,"CM66",30.9637435114879,"Yes"
"808",2023-06-17,"CM66",30.0852982035981,"No"
"809",2023-06-18,"CM66",34.0487284732784,"No"
"810",2023-06-19,"CM66",44.8910661231986,"No"
"811",2023-06-20,"CM66",34.2978075791702,"No"
"812",2023-06-21,"CM66",30.1057498352051,"No"
"813",2023-06-22,"CM66",37.7536346341771,"No"
"814",2023-06-23,"CM66",31.9946769450019,"No"
"815",2023-06-24,"CM66",26.7625869361563,"No"
"816",2023-06-25,"CM66",25.5576588441769,"No"
"817",2023-06-26,"CM66",22.2683422075236,"No"
"818",2023-06-27,"CM66",20.032534974182,"No"
"819",2023-06-28,"CM66",22.9110607258367,"No"
"820",2023-06-29,"CM66",43.9323194156633,"No"
"821",2023-06-30,"CM66",32.3393804315267,"No"
"822",2023-07-01,"CM66",37.2669740491656,"No"
"823",2023-07-02,"CM66",36.348948002262,"No"
"824",2023-07-03,"CM66",41.3838257271423,"No"
"825",2023-07-04,"CM66",40.6096793383121,"No"
"826",2023-07-05,"CM66",41.8143770591583,"No"
"827",2023-07-06,"CM66",44.7394888941992,"No"
"828",2023-07-07,"CM66",42.8573266227615,"No"
"829",2023-07-08,"CM66",40.1348328200254,"No"
"830",2023-07-09,"CM66",40.4320755105208,"No"
"831",2023-07-10,"CM66",36.7156083636694,"No"
"832",2023-07-11,"CM66",31.153821739397,"No"
"833",2023-07-12,"CM66",27.7099008710921,"No"
"834",2023-07-13,"CM66",25.8723336385867,"No"
"835",2023-07-14,"CM66",24.4257232335088,"No"
"836",2023-07-15,"CM66",27.5618492601394,"No"
"837",2023-07-16,"CM66",42.271368960343,"No"
"838",2023-07-17,"CM66",39.6263422920627,"No"
"839",2023-07-18,"CM66",50.3972257361493,"No"
"840",2023-07-19,"CM66",36.6311334190754,"No"
"841",2023-07-20,"CM66",37.1091244036638,"No"
"842",2023-07-21,"CM66",61.4134014716384,"No"
"843",2023-07-22,"CM66",46.9690289791051,"No"
"844",2023-07-23,"CM66",34.5376786739837,"No"
"845",2023-07-24,"CM66",40.2869016166004,"No"
"846",2023-07-25,"CM66",33.13983732523,"No"
"847",2023-07-26,"CM66",29.0979642609022,"No"
"848",2023-07-27,"CM66",45.2664201472797,"No"
"849",2023-07-28,"CM66",39.3485697353953,"No"
"850",2023-07-29,"CM66",33.4209363812609,"No"
"851",2023-07-30,"CM66",33.4202620687227,"No"
"852",2023-07-31,"CM66",31.9048176090956,"No"
"853",2023-08-01,"CM66",33.2191508458756,"No"
"854",2023-08-02,"CM66",37.8677791880692,"No"
"855",2023-08-03,"CM66",35.5188165159543,"No"
"856",2023-08-04,"CM66",34.5040642793855,"No"
"857",2023-08-05,"CM66",32.4316161638472,"No"
"858",2023-08-06,"CM66",30.1225059892093,"No"
"859",2023-08-07,"CM66",35.4363950495235,"No"
"860",2023-08-08,"CM66",37.962928018897,"No"
"861",2023-08-09,"CM66",51.243256817291,"No"
"862",2023-08-10,"CM66",59.1118844320636,"No"
"863",2023-08-11,"CM66",46.4062729503034,"No"
"864",2023-08-12,"CM66",39.3510209525947,"No"
"865",2023-08-13,"CM66",38.3486970820424,"No"
"866",2023-08-14,"CM66",49.8620970865166,"No"
"867",2023-08-15,"CM66",67.0702883750968,"No"
"868",2023-08-16,"CM66",45.5631536150572,"No"
"869",2023-08-17,"CM66",42.1810068088268,"No"
"870",2023-08-18,"CM66",46.9746002444051,"No"
"871",2023-08-19,"CM66",40.0863806307944,"No"
"872",2023-08-20,"CM66",42.2560509173591,"No"
"873",2023-08-21,"CM66",44.8109324927094,"No"
"874",2023-08-22,"CM66",39.1483445444157,"No"
"875",2023-08-23,"CM66",49.4746480084231,"No"
"876",2023-08-24,"CM66",37.3054651073499,"No"
"877",2023-08-25,"CM66",33.9883229695055,"No"
"878",2023-08-26,"CM66",36.3331674372594,"No"
"879",2023-08-27,"CM66",38.9342159287424,"No"
"880",2023-08-28,"CM66",34.1241534487954,"No"
"881",2023-08-29,"CM66",33.8401123198904,"No"
"882",2023-08-30,"CM66",31.8567907806559,"No"
"883",2023-08-31,"CM66",31.497264164657,"No"
"884",2023-09-01,"CM66",40.8836351094623,"No"
"885",2023-09-02,"CM66",49.6173231301636,"No"
"886",2023-09-03,"CM66",45.2730487278054,"No"
"887",2023-09-04,"CM66",41.0908005511841,"No"
"888",2023-09-05,"CM66",39.8807378739203,"No"
"889",2023-09-06,"CM66",62.3845740535371,"No"
"890",2023-09-07,"CM66",46.199342791831,"No"
"891",2023-09-08,"CM66",48.7999768857966,"No"
"892",2023-09-09,"CM66",48.7982666862502,"No"
"893",2023-09-10,"CM66",50.3527410418574,"No"
"894",2023-09-11,"CM66",55.6872762251062,"No"
"895",2023-09-12,"CM66",64.7204482139253,"No"
"896",2023-09-13,"CM66",52.1348152427915,"No"
"897",2023-09-14,"CM66",49.0823089541966,"No"
"898",2023-09-15,"CM66",52.484002993123,"No"
"899",2023-09-16,"CM66",46.5822796996022,"No"
"900",2023-09-17,"CM66",55.4122417105132,"No"
"901",2023-09-18,"CM66",60.0512747675357,"No"
"902",2023-09-19,"CM66",50.1262538264564,"No"
"903",2023-09-20,"CM66",54.6347358613077,"No"
"904",2023-09-21,"CM66",43.095431277857,"No"
"905",2023-09-22,"CM66",36.72805559506,"No"
"906",2023-09-23,"CM66",57.2208809208944,"No"
"907",2023-09-24,"CM66",47.1027560759781,"No"
"908",2023-09-25,"CM66",48.1906019976911,"Yes"
"909",2023-09-26,"CM66",49.278447919404,"Yes"
"910",2023-09-27,"CM66",50.3662938411169,"Yes"
"911",2023-09-28,"CM66",51.4541397628298,"Yes"
"912",2023-09-29,"CM66",52.5419856845427,"No"
"913",2023-09-30,"CM66",63.7948296014793,"No"
"914",2023-10-01,"CM66",50.9575683496896,"No"
"915",2023-10-02,"CM66",44.5201436110671,"No"
"916",2023-10-03,"CM66",45.9765383821968,"No"
"917",2023-10-04,"CM66",42.9529854593983,"No"
"918",2023-10-05,"CM66",42.5445182189568,"No"
"919",2023-10-06,"CM66",32.6038355291362,"No"
"920",2023-10-07,"CM66",36.7149491434305,"No"
"921",2023-10-08,"CM66",37.3980161405817,"No"
"922",2023-10-09,"CM66",33.3536139059053,"No"
"923",2023-10-10,"CM66",34.8659722039149,"No"
"924",2023-10-11,"CM66",52.8132181499671,"No"
"925",2023-10-12,"CM66",43.3952094746192,"No"
"926",2023-10-13,"CM66",38.9697209897667,"No"
"927",2023-10-14,"CM66",35.4886616749988,"No"
"928",2023-10-15,"CM66",34.8844977164308,"No"
"929",2023-10-16,"CM66",34.9588782621286,"No"
"930",2023-10-17,"CM66",36.1641240754823,"No"
"931",2023-10-18,"CM66",31.5608072292928,"No"
"932",2023-10-19,"CM66",27.2577387904139,"No"
"933",2023-10-20,"CM66",24.1728573843179,"No"
"934",2023-10-21,"CM66",22.8529452648981,"No"
"935",2023-10-22,"CM66",27.3495456024386,"No"
"936",2023-10-23,"CM66",24.4494583656645,"No"
"937",2023-10-24,"CM66",24.4875994533634,"No"
"938",2023-10-25,"CM66",26.3699648301296,"No"
"939",2023-10-26,"CM66",27.3147649717763,"No"
"940",2023-10-27,"CM66",27.798029575896,"No"
"941",2023-10-28,"CM66",27.5327573584266,"No"
"942",2023-10-29,"CM66",27.1282508498656,"No"
"943",2023-10-30,"CM66",24.3587238899744,"No"
"944",2023-10-31,"CM66",22.2416126065871,"No"
"945",2023-11-01,"CM66",20.0185455518589,"No"
"946",2023-11-02,"CM66",29.7720830908059,"No"
"947",2023-11-03,"CM66",44.1287672604357,"No"
"948",2023-11-04,"CM66",34.3653268239362,"No"
"949",2023-11-05,"CM66",30.4326879305732,"No"
"950",2023-11-06,"CM66",27.4439084946662,"No"
"951",2023-11-07,"CM66",27.5402668451333,"No"
"952",2023-11-08,"CM66",36.9842890202964,"No"
"953",2023-11-09,"CM66",51.2187524050163,"No"
"954",2023-11-10,"CM66",44.7498055485583,"No"
"955",2023-11-11,"CM66",40.0121798400753,"No"
"956",2023-11-12,"CM66",36.7511189775208,"No"
"957",2023-11-13,"CM66",33.2402443273395,"No"
"958",2023-11-14,"CM66",30.4607296824978,"No"
"959",2023-11-15,"CM66",28.535889877218,"No"
"960",2023-11-16,"CM66",26.0383195283528,"No"
"961",2023-11-17,"CM66",25.1861182596788,"No"
"962",2023-11-18,"CM66",32.7665310129148,"No"
"963",2023-11-19,"CM66",28.6903174862549,"No"
"964",2023-11-20,"CM66",34.2817937954308,"No"
"965",2023-11-21,"CM66",46.2480980372776,"No"
"966",2023-11-22,"CM66",77.0176603705904,"No"
"967",2023-11-23,"CM66",62.0579855262756,"No"
"968",2023-11-24,"CM66",58.9816476429523,"No"
"969",2023-11-25,"CM66",56.7816813454824,"No"
"970",2023-11-26,"CM66",76.8705202063677,"No"
"971",2023-11-27,"CM66",63.0781059940061,"No"
"972",2023-11-28,"CM66",75.5796408296954,"No"
"973",2023-11-29,"CM66",84.5484425962159,"No"
"974",2023-11-30,"CM66",75.1609563162612,"No"
"975",2023-12-01,"CM66",74.163102044357,"No"
"976",2023-12-02,"CM66",62.2485400417782,"No"
"977",2023-12-03,"CM66",87.805387888443,"No"
"978",2023-12-04,"CM66",70.5806981539865,"No"
"979",2023-12-05,"CM66",59.8891885285523,"No"
"980",2023-12-06,"CM66",57.6504553112971,"No"
"981",2023-12-07,"CM66",71.081644240908,"No"
"982",2023-12-08,"CM66",64.3963503431735,"No"
"983",2023-12-09,"CM66",62.8208304170334,"No"
"984",2023-12-10,"CM66",64.7107732670428,"No"
"985",2023-12-11,"CM66",70.3849995849176,"No"
"986",2023-12-12,"CM66",61.4358249975649,"No"
"987",2023-12-13,"CM66",56.1753977019669,"No"
"988",2023-12-14,"CM66",52.0150260978061,"No"
"989",2023-12-15,"CM66",48.0126626794788,"No"
"990",2023-12-16,"CM66",44.6642697292341,"No"
"991",2023-12-17,"CM66",42.9097980621274,"No"
"992",2023-12-18,"CM66",40.6987308090703,"No"
"993",2023-12-19,"CM66",38.7108058338174,"No"
"994",2023-12-20,"CM66",37.9622761312374,"No"
"995",2023-12-21,"CM66",37.01065483987,"No"
"996",2023-12-22,"CM66",36.6032477622577,"No"
"997",2023-12-23,"CM66",34.9912006989626,"No"
"998",2023-12-24,"CM66",36.7619100426436,"No"
"999",2023-12-25,"CM66",74.2783223517081,"No"
"1000",2023-12-26,"CM66",62.7516673218854,"No"
"1001",2023-12-27,"CM66",60.4049708439246,"No"
"1002",2023-12-28,"CM66",55.1502425998392,"No"
"1003",2023-12-29,"CM66",50.8224972550961,"No"
"1004",2023-12-30,"CM66",45.2731416308736,"No"
"1005",2023-12-31,"CM66",42.1282049762504,"No"
"1006",2024-01-01,"CM66",38.5324189150296,"No"
"1007",2022-08-17,"CM74",22.8309819444444,"Yes"
"1008",2022-08-18,"CM74",22.8309819444444,"No"
"1009",2022-08-19,"CM74",36.436140625,"No"
"1010",2022-08-20,"CM74",21.70627625,"No"
"1011",2022-08-21,"CM74",23.1512227777778,"No"
"1012",2022-08-22,"CM74",26.4769134722222,"No"
"1013",2022-08-23,"CM74",24.7190852777778,"No"
"1014",2022-08-24,"CM74",19.0353763194444,"No"
"1015",2022-08-25,"CM74",19.8532607638889,"No"
"1016",2022-08-26,"CM74",28.8345625,"No"
"1017",2022-08-27,"CM74",23.5848051388889,"No"
"1018",2022-08-28,"CM74",23.5425952083333,"No"
"1019",2022-08-29,"CM74",20.0149186805556,"No"
"1020",2022-08-30,"CM74",32.4435377083333,"No"
"1021",2022-08-31,"CM74",40.2188365277778,"No"
"1022",2022-09-01,"CM74",30.5490151388889,"No"
"1023",2022-09-02,"CM74",18.4207336805556,"No"
"1024",2022-09-03,"CM74",18.7294079861111,"No"
"1025",2022-09-04,"CM74",17.0720034027778,"No"
"1026",2022-09-05,"CM74",21.0815690486111,"No"
"1027",2022-09-06,"CM74",13.6340139305556,"No"
"1028",2022-09-07,"CM74",15.163085125,"No"
"1029",2022-09-08,"CM74",16.957694375,"No"
"1030",2022-09-09,"CM74",13.2939280486111,"No"
"1031",2022-09-10,"CM74",28.3657647916667,"No"
"1032",2022-09-11,"CM74",22.7540211805556,"No"
"1033",2022-09-12,"CM74",21.1362336111111,"No"
"1034",2022-09-13,"CM74",23.0751634027778,"No"
"1035",2022-09-14,"CM74",29.0855015277778,"No"
"1036",2022-09-15,"CM74",20.7675981944444,"No"
"1037",2022-09-16,"CM74",21.31266,"No"
"1038",2022-09-17,"CM74",31.7465596527778,"No"
"1039",2022-09-18,"CM74",38.6205705555556,"No"
"1040",2022-09-19,"CM74",24.6456135416667,"No"
"1041",2022-09-20,"CM74",17.4726961805556,"No"
"1042",2022-09-21,"CM74",19.8126484097222,"No"
"1043",2022-09-22,"CM74",30.3840701388889,"No"
"1044",2022-09-23,"CM74",26.8407404861111,"No"
"1045",2022-09-24,"CM74",15.4452423611111,"No"
"1046",2022-09-25,"CM74",17.7454535625,"No"
"1047",2022-09-26,"CM74",20.5025448611111,"No"
"1048",2022-09-27,"CM74",22.5349427083333,"No"
"1049",2022-09-28,"CM74",17.4941859027778,"No"
"1050",2022-09-29,"CM74",15.5528010416667,"No"
"1051",2022-09-30,"CM74",12.7580541597222,"No"
"1052",2022-10-01,"CM74",14.0463320555556,"No"
"1053",2022-10-02,"CM74",17.7258710416667,"No"
"1054",2022-10-03,"CM74",19.7366770833333,"No"
"1055",2022-10-04,"CM74",25.243295,"No"
"1056",2022-10-05,"CM74",18.954851875,"No"
"1057",2022-10-06,"CM74",15.4248180555556,"No"
"1058",2022-10-07,"CM74",13.0460109722222,"No"
"1059",2022-10-08,"CM74",30.0244748611111,"No"
"1060",2022-10-09,"CM74",31.6924897222222,"No"
"1061",2022-10-10,"CM74",22.5863635416667,"No"
"1062",2022-10-11,"CM74",21.6084109722222,"No"
"1063",2022-10-12,"CM74",34.589524375,"No"
"1064",2022-10-13,"CM74",72.2462229166667,"No"
"1065",2022-10-14,"CM74",110.219504097222,"No"
"1066",2022-10-15,"CM74",108.194506041667,"No"
"1067",2022-10-16,"CM74",56.0822972916667,"No"
"1068",2022-10-17,"CM74",15.6937285555556,"No"
"1069",2022-10-18,"CM74",15.38091325,"No"
"1070",2022-10-19,"CM74",14.0202086597222,"No"
"1071",2022-10-20,"CM74",39.5676901388889,"No"
"1072",2022-10-21,"CM74",31.0241819444444,"No"
"1073",2022-10-22,"CM74",25.57074625,"No"
"1074",2022-10-23,"CM74",38.5938300694444,"No"
"1075",2022-10-24,"CM74",32.1196436111111,"No"
"1076",2022-10-25,"CM74",20.3173756944444,"No"
"1077",2022-10-26,"CM74",19.89276875,"No"
"1078",2022-10-27,"CM74",52.66593,"No"
"1079",2022-10-28,"CM74",28.5685708333333,"No"
"1080",2022-10-29,"CM74",100.491973472222,"No"
"1081",2022-10-30,"CM74",51.1926244444444,"No"
"1082",2022-10-31,"CM74",44.7188020833333,"Yes"
"1083",2022-11-01,"CM74",38.2449797222222,"Yes"
"1084",2022-11-02,"CM74",31.7711573611111,"No"
"1085",2022-11-03,"CM74",34.3316509214744,"Yes"
"1086",2022-11-04,"CM74",36.8921444818376,"Yes"
"1087",2022-11-05,"CM74",39.4526380422009,"Yes"
"1088",2022-11-06,"CM74",42.0131316025641,"No"
"1089",2022-11-07,"CM74",40.4088179861111,"No"
"1090",2022-11-08,"CM74",22.6352122222222,"No"
"1091",2022-11-09,"CM74",20.2383201388889,"No"
"1092",2022-11-10,"CM74",50.3640260416667,"No"
"1093",2022-11-11,"CM74",42.2649684722222,"No"
"1094",2022-11-12,"CM74",52.6957699305556,"No"
"1095",2022-11-13,"CM74",51.6954425,"No"
"1096",2022-11-14,"CM74",39.9298411805556,"No"
"1097",2022-11-15,"CM74",33.4564282638889,"No"
"1098",2022-11-16,"CM74",30.8698664236111,"No"
"1099",2022-11-17,"CM74",42.9124982638889,"No"
"1100",2022-11-18,"CM74",18.2801617361111,"No"
"1101",2022-11-19,"CM74",21.1131952708333,"No"
"1102",2022-11-20,"CM74",53.0223834027778,"No"
"1103",2022-11-21,"CM74",64.4636175,"No"
"1104",2022-11-22,"CM74",23.7825138888889,"No"
"1105",2022-11-23,"CM74",92.4379415277778,"No"
"1106",2022-11-24,"CM74",85.4817636111111,"No"
"1107",2022-11-25,"CM74",56.0896136805556,"No"
"1108",2022-11-26,"CM74",39.0351095833333,"No"
"1109",2022-11-27,"CM74",44.2384885416667,"No"
"1110",2022-11-28,"CM74",52.0498481944444,"No"
"1111",2022-11-29,"CM74",60.3014494444444,"No"
"1112",2022-11-30,"CM74",75.31287125,"No"
"1113",2022-12-01,"CM74",54.8932483333333,"No"
"1114",2022-12-02,"CM74",70.5977529166667,"No"
"1115",2022-12-03,"CM74",70.7279409027778,"No"
"1116",2022-12-04,"CM74",85.8013831944444,"No"
"1117",2022-12-05,"CM74",49.2564465763889,"No"
"1118",2022-12-06,"CM74",19.0418331944444,"No"
"1119",2022-12-07,"CM74",17.2959279166667,"No"
"1120",2022-12-08,"CM74",16.2376970138889,"No"
"1121",2022-12-09,"CM74",15.9232257638889,"No"
"1122",2022-12-10,"CM74",17.4641175,"No"
"1123",2022-12-11,"CM74",17.1666642361111,"No"
"1124",2022-12-12,"CM74",14.5751245833333,"No"
"1125",2022-12-13,"CM74",13.8193817777778,"No"
"1126",2022-12-14,"CM74",12.8078936527778,"No"
"1127",2022-12-15,"CM74",22.9890653472222,"No"
"1128",2022-12-16,"CM74",17.7300088194444,"No"
"1129",2022-12-17,"CM74",16.6694247222222,"No"
"1130",2022-12-18,"CM74",36.2160723611111,"No"
"1131",2022-12-19,"CM74",22.1487715277778,"No"
"1132",2022-12-20,"CM74",25.1183490277778,"No"
"1133",2022-12-21,"CM74",48.8262789583333,"No"
"1134",2022-12-22,"CM74",32.945085625,"No"
"1135",2022-12-23,"CM74",35.5563932638889,"No"
"1136",2022-12-24,"CM74",47.3185086111111,"No"
"1137",2022-12-25,"CM74",33.4247859722222,"No"
"1138",2022-12-26,"CM74",28.1827607638889,"No"
"1139",2022-12-27,"CM74",40.784575,"No"
"1140",2022-12-28,"CM74",30.2847983333333,"No"
"1141",2022-12-29,"CM74",24.2118832638889,"No"
"1142",2022-12-30,"CM74",24.2094444444444,"No"
"1143",2022-12-31,"CM74",19.9367172916667,"No"
"1144",2023-01-01,"CM74",27.8738503472222,"No"
"1145",2023-01-02,"CM74",24.8028478472222,"No"
"1146",2023-01-03,"CM74",19.2931071527778,"No"
"1147",2023-01-04,"CM74",21.5514129166667,"No"
"1148",2023-01-05,"CM74",28.2714384027778,"No"
"1149",2023-01-06,"CM74",25.1860027083333,"No"
"1150",2023-01-07,"CM74",27.2807475694444,"No"
"1151",2023-01-08,"CM74",34.5846279166667,"No"
"1152",2023-01-09,"CM74",26.7384577083333,"No"
"1153",2023-01-10,"CM74",23.8532318055556,"No"
